name,v_nom,x,y,frequency,operator,wkt_srid_4326,ref,voltage,typ,osm_name
364,220.0,6.97593254033,51.0376007285,,,SRID=4326;POINT(6.97593254033334 51.0376007284972),,220000;110000,substation,Station Dhünnaue
365,380.0,13.2428489964,52.5349539947,,,SRID=4326;POINT(13.2428489964032 52.5349539946502),,,generator,Heizkraftwerk Reuter West
366,380.0,8.56218193445,49.132949936,50,EnBW;TransnetBW;NetzeBW,SRID=4326;POINT(8.56218193445384 49.132949935954),,380000;110000,substation,Umspannwerk Bruchsal-Kändelweg
367,380.0,8.4413154852,49.251402647,50,EnBW,SRID=4326;POINT(8.4413154852023 49.2514026469585),,380000,substation,Philippsburg 380 kV
368,380.0,7.94208128553,47.6533415488,,,SRID=4326;POINT(7.94208128553147 47.6533415488354),,,generator,Kavernenkraftwerk Wehr
369,380.0,9.06879105809,53.5666414121,50,EON_Netz,SRID=4326;POINT(9.06879105808819 53.5666414121342),,380000;110000,substation,Alfstedt
370,220.0,6.7413761725,49.3574919374,50,,SRID=4326;POINT(6.7413761724965 49.3574919373628),,220000,substation,UA Dillinger Hütte Mitte
371,220.0,6.74970009407,49.3651763748,50,Amprion,SRID=4326;POINT(6.74970009407096 49.3651763747607),,220000,substation,UA Obergraben
372,220.0,6.76601564521,49.3600771524,50,Amprion,SRID=4326;POINT(6.76601564520935 49.3600771523749),,220000;110000,substation,Station Saarwellingen
373,220.0,12.1504016214,49.0127518128,,"TenneT TSO GmbH, E.ON Netz GmbH",SRID=4326;POINT(12.1504016214021 49.0127518128214),RE,220000,substation,Umspannwerk Regensburg
374,220.0,7.59135984066,51.928441667,50,RWE,SRID=4326;POINT(7.5913598406626 51.928441667004),,220000;110000,substation,Station Münster
375,220.0,8.45154437252,49.007402913,50,,SRID=4326;POINT(8.45154437251894 49.0074029130057),,220000;110000,substation,Karlsruhe-Rintheim
376,380.0,8.99620817966,52.3795879858,50,,SRID=4326;POINT(8.99620817966153 52.379587985752),,380000,substation,KW Heyden
377,380.0,9.56282337411,48.70148982,50,EnBW,SRID=4326;POINT(9.56282337410874 48.7014898200493),BZW,380000;110000,substation,EnBW Umspannwerk Bünzwangen
378,380.0,9.3708454159,48.71912333,50,,SRID=4326;POINT(9.37084541589578 48.7191233300187),,380000;110000,substation,EnBW Umspannwerk Altbach 1
379,380.0,9.37760577644,48.8126068571,,Netze BW,SRID=4326;POINT(9.37760577643558 48.812606857093),,380000;110000,substation,EnBW Umspannwerk Endersbach
380,220.0,9.82158380229,52.4248552546,50,enercity Netzgesellschaft mbH,SRID=4326;POINT(9.82158380229154 52.4248552546066),LAH,220000;110000,substation,Lahe
381,220.0,9.0762254363,49.3633869626,50,,SRID=4326;POINT(9.0762254363019 49.3633869626072),,220000;110000,substation,Obrigheim
382,380.0,10.160291269,49.9891947838,50,TenneT TSO GmbH,SRID=4326;POINT(10.1602912689993 49.9891947837947),BRF,380000;220000;110000,substation,Umspannwerk Bergrheinfeld
383,220.0,10.196491572,50.0279724033,50,,SRID=4326;POINT(10.1964915719944 50.0279724033143),,220000;110000,substation,Schweinfurt
384,380.0,10.843117799,49.3786926858,50,TenneT TSO GmbH;E.ON Netz GmbH,SRID=4326;POINT(10.8431177989998 49.3786926858391),RAI,380000;220000;110000,substation,Umspannwerk Raitersaich
385,380.0,9.09051754869,49.9700413736,50,TenneT TSO GmbH;E.ON Netz GmbH,SRID=4326;POINT(9.09051754868887 49.9700413735997),AS,380000;220000;110000,substation,Umspannwerk Aschaffenburg
386,220.0,8.81399419356,51.9834366294,,,SRID=4326;POINT(8.8139941935628 51.9834366294197),,220000;110000,substation,Umspannwerk Lage
387,220.0,8.93221843866,52.1933124298,50,,SRID=4326;POINT(8.93221843866486 52.1933124298166),,220000;110000,substation,Veltheim
388,220.0,8.95904413219,52.2784949765,50,EON_WestfalenWeser,SRID=4326;POINT(8.95904413219088 52.2784949764899),,220000;110000,substation,Umspannwerk Meißen
389,220.0,9.59430158866,49.7984427303,50,TenneT TSO GmbH;E.ON Netz GmbH,SRID=4326;POINT(9.59430158866246 49.7984427303145),TRE,220000;110000,substation,Umspannwerk Trennfeld
390,380.0,10.9729038959,49.5585073757,50,EON_Netz,SRID=4326;POINT(10.9729038959004 49.5585073756737),KRI,380000;110000,substation,Kriegenbrunn
391,380.0,8.95464412134,50.0860157333,50,,SRID=4326;POINT(8.95464412133747 50.0860157333265),,220000;110000,substation,Kraftwerkseinspeisung Staudinger
392,220.0,7.17590438915,51.4755782506,,,SRID=4326;POINT(7.17590438914786 51.4755782506206),,220000,substation,UW Stahlwerk ThyssenKrupp Nirosta
393,380.0,10.2316415496,48.5297622793,50,EnBW,SRID=4326;POINT(10.231641549556 48.5297622792522),,380000;110000,substation,Umspannwerk Niederstotzingen
394,380.0,10.2224539936,48.7367522348,50,EnBW,SRID=4326;POINT(10.2224539935941 48.7367522347984),,380000;110000,substation,Umspannwerk Rotensohl
395,380.0,9.64533503255,47.744596109,50,,SRID=4326;POINT(9.64533503255392 47.7445961090448),,380000;110000,substation,380kV-Umspannwerk Grünkraut
396,380.0,10.4015868558,48.5099297353,50,LEW,SRID=4326;POINT(10.4015868558303 48.5099297352537),Station 179 U,380000;110000,substation,Gundremmingen
397,380.0,8.80962330906,50.2034748086,,TenneT,SRID=4326;POINT(8.80962330905886 50.2034748086043),,380000;110000,substation,Umspannwerk Karben
398,380.0,9.72460611042,54.2882702503,50,TenneT,SRID=4326;POINT(9.72460611042234 54.2882702503445),,380000;110000,substation,Audorf
399,220.0,9.0971422094,48.8277618381,,,SRID=4326;POINT(9.09714220939812 48.8277618380686),,220000;110000,substation,Umspannwerk Weilimdorf
400,220.0,8.62886493304,51.9936340707,50,Stadtwerke Bielefeld GmbH,SRID=4326;POINT(8.62886493303814 51.9936340707213),,220000;110000,substation,Umspannwerk Bielefeld Ost
401,220.0,10.0604081018,54.3487708202,50,TenneT,SRID=4326;POINT(10.0604081018258 54.3487708201584),,220000;110000,substation,Umspannwerk Kiel West
402,220.0,9.44963652666,53.9672864974,50,TenneT TSO GmbH,SRID=4326;POINT(9.44963652666114 53.967286497351),,220000;110000,substation,Itzehoe/West
403,380.0,8.25885994833,47.6342116214,50,Amprion,SRID=4326;POINT(8.25885994832776 47.6342116213731),,380000;220000;110000,substation,Tiengen
404,380.0,8.23209442034,47.5561434831,,,SRID=4326;POINT(8.23209442033504 47.5561434831307),,380000;220000,substation,Betznau
405,380.0,7.75259055668,47.5391330215,,ALPIQ AXPO,SRID=4326;POINT(7.75259055668336 47.5391330214816),,380000,substation,Asphard
406,220.0,8.86152575255,47.8064353221,50,,SRID=4326;POINT(8.86152575255362 47.8064353220893),,220000;110000,substation,Beuren
409,380.0,9.21565014324,48.8523053232,50,EnBW AG,SRID=4326;POINT(9.21565014323537 48.8523053231829),,380000;110000,substation,Umspannwerk Mühlhausen
410,380.0,10.4012813869,48.5146084081,,Kernkraftwerk Gundremmingen GmbH,SRID=4326;POINT(10.4012813869114 48.5146084080517),KRB,,plant,Kernkraftwerk Gundremmingen
411,220.0,8.73757268936,51.7001692737,50,TenneT,SRID=4326;POINT(8.73757268935919 51.7001692737445),,220000;110000,substation,Umspannwerk Paderborn Süd
412,220.0,10.6414677086,53.9191626885,50,TenneT;EON_Netz,SRID=4326;POINT(10.6414677086397 53.9191626884641),,220000;110000,substation,Lübeck
413,380.0,8.67371728898,49.2904393851,50,EnBW,SRID=4326;POINT(8.67371728898445 49.2904393851271),,380000;220000;110000,substation,Umspannwerk Wiesloch
414,220.0,9.48789502699,53.6365577623,50,,SRID=4326;POINT(9.48789502699389 53.6365577623199),,220000,substation,Götzdorf
415,220.0,9.49151079251,53.6580982807,50,TenneT,SRID=4326;POINT(9.49151079250535 53.6580982806881),,220000,substation,Abbenfleth
416,380.0,7.47226685749,47.6466103448,,,SRID=4326;POINT(7.47226685748746 47.6466103447741),,400000,substation,Poste électrique de Sierentz
417,220.0,13.4428541936,48.4345463644,,,SRID=4326;POINT(13.4428541936116 48.4345463643775),,220000,substation,Freiluftschaltanlage KW Schärding-Neuhaus
418,220.0,13.710690104,48.5193051607,,,SRID=4326;POINT(13.7106901040113 48.5193051606747),,220000,substation,Jochenstein
421,380.0,9.09183529743,49.2946188662,50,,SRID=4326;POINT(9.09183529743294 49.2946188662059),,380000;220000;110000,substation,Umspannwerk Hüffenhardt
422,220.0,8.66378315807,49.3600873719,50,Stadtwerke Heidelberg Netze GmbH,SRID=4326;POINT(8.66378315807233 49.3600873718872),,220000;110000,substation,Umspannanlage Heidelberg-Süd
423,220.0,7.95849127307,47.5791483196,,Schluchseewerk AG,SRID=4326;POINT(7.95849127307054 47.5791483196323),,,generator,Kavernenkraftwerk Säckingen
424,220.0,8.34912612289,49.0130521178,50,,SRID=4326;POINT(8.34912612288763 49.0130521177978),,220000;110000,substation,Karlsruhe-West
425,220.0,10.4203895578,52.1652004277,50,Salzgitter AG,SRID=4326;POINT(10.4203895577612 52.1652004276784),,220000,substation,
426,220.0,10.3884721772,52.1513649329,,,SRID=4326;POINT(10.3884721771883 52.1513649329361),,220000,substation,
427,380.0,8.30626265141,49.0128258363,50,EnBW AG,SRID=4326;POINT(8.30626265141083 49.0128258362562),,380000,substation,
428,380.0,14.4598868224,51.8332759246,,Vattenfall Europe,SRID=4326;POINT(14.4598868223649 51.8332759246019),,,plant,Kraftwerk Jänschwalde
429,380.0,6.21619297137,50.9123617957,50,,SRID=4326;POINT(6.21619297137216 50.9123617956925),,380000;110000,substation,Siersdorf
430,380.0,5.91852734478,51.1484263858,,TenneT,SRID=4326;POINT(5.91852734477995 51.1484263858426),,380000,substation,380kV Maasbracht
431,380.0,6.21401539902,50.9438998574,50,Amprion,SRID=4326;POINT(6.2140153990158 50.9438998573728),,380000,auxillary_T_node,Kirchberg Süd
432,220.0,10.9662583424,47.2695304689,,TIWAG-Netz AG,SRID=4326;POINT(10.9662583424068 47.2695304688802),,220000;110000,substation,Silz
433,220.0,11.2777210418,47.495872667,50,E.ON Netz GmbH,SRID=4326;POINT(11.2777210418419 47.4958726669837),,220000;110000,substation,Umspannwerk Krün
434,220.0,11.2869438321,47.4928624569,50,,SRID=4326;POINT(11.2869438320852 47.4928624569052),250;251,220000,auxillary_T_node,Silz (AT) - Krün (DE) - Oberbrunn
435,220.0,13.5053368398,52.474778852,50,50Hertz,SRID=4326;POINT(13.5053368398164 52.4747788520482),302,220000,auxillary_T_node,302 Marzahn - Thyrow
436,380.0,8.46542980021,48.0435236211,50,EnBW; Energiedienst,SRID=4326;POINT(8.46542980021065 48.0435236210637),,380000;110000,substation,Umspannwerk Villingen
437,380.0,8.53055554991,47.9148481846,50,EnBW,SRID=4326;POINT(8.53055554991256 47.9148481845625),7630,380000,auxillary_T_node,ENGST-KUHMO-VILLI
438,220.0,8.24872901623,48.8463165189,50,,SRID=4326;POINT(8.24872901623214 48.8463165189067),,220000;110000,substation,220-kV-Umspannwerk Kuppenheim
439,220.0,8.2497504566,48.8491773731,50,EnBW,SRID=4326;POINT(8.24975045659741 48.8491773731136),DAXLA-KUMRA-WEIER,220000,auxillary_T_node,Daxlanden - Weier
440,220.0,9.45967747872,53.8646574513,50,TenneT,SRID=4326;POINT(9.45967747872262 53.8646574512707),202,220000,auxillary_T_node,202
441,380.0,11.4703941249,50.9303902295,50,50Hertz;EON_TEAG,SRID=4326;POINT(11.4703941249156 50.9303902294723),,380000;110000,substation,Großschwabhausen
442,380.0,11.4299065773,50.9114464611,50,50Hertz,SRID=4326;POINT(11.4299065773025 50.9114464610955),415,380000,auxillary_T_node,415
443,380.0,7.25465688214,53.0266716316,50,TenneT,SRID=4326;POINT(7.25465688214231 53.0266716315927),RHED,380000,substation,Umspannwerk Rhede
444,380.0,7.25501773539,53.0267136928,50,Amprion;TenneT,SRID=4326;POINT(7.25501773539194 53.0267136928067),305,380000,auxillary_T_node,Emsland West
445,220.0,7.37185639417,52.1977066548,50,Amprion,SRID=4326;POINT(7.37185639416872 52.1977066547834),,220000,auxillary_T_node,Amelsbüren
446,220.0,13.3998288404,53.7944477778,50,50Hertz Transmission,SRID=4326;POINT(13.399828840425 53.7944477778114),,220000,substation,Umspannwerk Windpark Iven
447,220.0,13.3984708282,53.7933318755,50,50Hertz Transmission,SRID=4326;POINT(13.3984708281663 53.7933318754816),316,220000,auxillary_T_node,316
448,380.0,7.42474524551,51.4592583943,50,Amprion,SRID=4326;POINT(7.42474524551043 51.4592583943398),,380000,auxillary_T_node,Schwerterheide Nord
449,380.0,7.12336046769,51.4473443869,50,Amprion,SRID=4326;POINT(7.12336046768833 51.4473443869048),,380000,auxillary_T_node,Oerkhaus West
450,380.0,7.41670791196,51.4570521583,50,RWE;DSW 21; AVU,SRID=4326;POINT(7.41670791195847 51.4570521583476),,380000;220000;110000,substation,Station Kruckel
451,380.0,7.41658261385,51.4607823587,50,Amprion,SRID=4326;POINT(7.41658261384975 51.4607823586596),,380000,auxillary_T_node,Witten West
452,380.0,6.53175001009,50.3900512646,,Amprion; Westnetz,SRID=4326;POINT(6.53175001008574 50.39005126464),,380000;110000,substation,Station Dahlem
453,380.0,6.53303653132,50.3922427777,50,Amprion,SRID=4326;POINT(6.53303653131644 50.3922427776709),,380000,auxillary_T_node,Selhausen West
454,380.0,6.60879226771,51.0346787721,50,Amprion,SRID=4326;POINT(6.60879226770999 51.0346787720857),,380000,auxillary_T_node,Neurath 2b
455,380.0,6.80890624664,51.2686075941,50,,SRID=4326;POINT(6.80890624663756 51.2686075940546),,380000,substation,Station Rath
456,380.0,6.72033167479,51.3441235774,50,Amprion,SRID=4326;POINT(6.72033167479422 51.3441235773954),,380000,auxillary_T_node,Meerbusch West
457,220.0,7.13937473426,51.5608313917,50,Amprion,SRID=4326;POINT(7.13937473425833 51.5608313916517),,220000,auxillary_T_node,Hochlarmark West
458,380.0,7.41946378046,51.4575100936,50,Amprion,SRID=4326;POINT(7.41946378046051 51.4575100936229),,220000,auxillary_T_node,Haarstrang Ost
459,220.0,7.19597933005,51.4115753149,,RWE,SRID=4326;POINT(7.19597933005019 51.4115753148661),,220000,substation,Station Welper
460,220.0,7.17920262036,51.4218244824,50,Amprion,SRID=4326;POINT(7.17920262035811 51.4218244823956),,220000,auxillary_T_node,Welper Ost
461,220.0,7.32427958321,51.6213874676,50,,SRID=4326;POINT(7.32427958320741 51.6213874676194),,220000,substation,Rheinzink
462,220.0,7.34371334413,51.6131049439,50,Amprion,SRID=4326;POINT(7.34371334412713 51.6131049439167),,220000,auxillary_T_node,Elmenhorst Süd
463,220.0,6.52272548882,51.3224954693,50,Amprion,SRID=4326;POINT(6.52272548882226 51.3224954692993),,220000,auxillary_T_node,Utfort West
464,220.0,6.96330545404,50.8337629178,50,RWE,SRID=4326;POINT(6.96330545403678 50.8337629177582),,220000;110000,substation,Station Bollenacker
465,220.0,6.92909269081,50.8441529722,50,Amprion,SRID=4326;POINT(6.92909269080674 50.8441529722133),,220000,auxillary_T_node,Godorf Ost
466,220.0,7.09582671881,50.8268716757,,Westnetz,SRID=4326;POINT(7.09582671880563 50.8268716757217),,220000;110000,substation,Station Stockem
467,220.0,7.09435790958,50.8269670893,50,Amprion,SRID=4326;POINT(7.09435790958289 50.8269670893312),,220000,auxillary_T_node,Gremberghoven Ost
468,220.0,6.57729057688,51.5563911802,50,Amprion,SRID=4326;POINT(6.57729057687864 51.5563911802085),,220000;110000,substation,Station Ossenberg
469,220.0,6.65066741434,51.5537022721,50,Amprion,SRID=4326;POINT(6.65066741434228 51.5537022721424),,220000,auxillary_T_node,Wesel Ost
470,380.0,7.82599043341,51.7500675543,50,Amprion,SRID=4326;POINT(7.82599043340792 51.7500675542728),,380000,auxillary_T_node,Uentrop Nord
471,220.0,6.92897905392,50.8438169469,50,Amprion,SRID=4326;POINT(6.9289790539233 50.84381694694),,220000,auxillary_T_node,Olefin West
472,380.0,7.99395911966,51.8230954342,50,Amprion,SRID=4326;POINT(7.9939591196577 51.823095434189),,380000;110000,substation,Station Enniger
473,380.0,7.83402074323,51.7550403465,50,Amprion,SRID=4326;POINT(7.83402074322725 51.7550403464858),,380000,auxillary_T_node,Gersteinwerk Ost
474,220.0,9.14517687189,52.853246436,50,TenneT TSO GmbH;Avacon AG,SRID=4326;POINT(9.14517687189382 52.8532464360106),,220000;110000,substation,Wechold
475,220.0,9.13794792584,52.8470269944,50,TenneT,SRID=4326;POINT(9.13794792584036 52.8470269944345),1,220000,auxillary_T_node,Leitung 2010/2023
476,220.0,8.31888925383,52.0660374597,50,RWE,SRID=4326;POINT(8.31888925383353 52.0660374597241),,220000;110000,substation,Station Hesseln
477,220.0,8.33466775125,52.0705200427,50,Amprion,SRID=4326;POINT(8.33466775124759 52.07052004268),,220000,auxillary_T_node,Halle West
478,380.0,7.9818783186,51.6766515665,50,Amprion,SRID=4326;POINT(7.9818783185962 51.6766515664854),,380000,auxillary_T_node,Geithe West
479,220.0,9.92382983733,51.8975617616,50,,SRID=4326;POINT(9.92382983732643 51.8975617615529),,220000,substation,Erzhausen
480,220.0,9.8524162497,51.8987652474,50,TenneT,SRID=4326;POINT(9.8524162497002 51.8987652474175),2030/2001,220000,auxillary_T_node,Leitung 2030/2001
481,380.0,9.41368122089,52.0274828921,50,,SRID=4326;POINT(9.4136812208929 52.0274828920508),3019;3026;3027,380000,auxillary_T_node,Leitung 3019/3026/3027
482,220.0,10.3552149923,52.1758109607,50,TenneT,SRID=4326;POINT(10.3552149923206 52.1758109606876),2,220000,auxillary_T_node,Leitung 2019/2027/2029
483,380.0,10.70273189,47.8264597977,50,LEW,SRID=4326;POINT(10.7027318899547 47.8264597977002),,380000;110000,substation,Umspannwerk Bidingen Nr. 697 S
484,380.0,10.7037422783,47.8264159805,,,SRID=4326;POINT(10.7037422782749 47.826415980499),,380000,auxillary_T_node,K12
485,220.0,10.194933444,47.9709368783,50,LEW,SRID=4326;POINT(10.1949334440241 47.9709368782958),,220000;110000,substation,Umspannwerk Memmingen
486,220.0,10.6412867739,48.027451241,50,,SRID=4326;POINT(10.6412867739286 48.0274512409907),,220000;110000,substation,Umspannstation Irsingen
487,220.0,10.6418025411,48.0258492685,,,SRID=4326;POINT(10.6418025411196 48.0258492685192),O11,220000,auxillary_T_node,
488,380.0,8.67009921733,49.3092022843,,,SRID=4326;POINT(8.67009921732699 49.3092022842852),,380000,auxillary_T_node,HD-Neurott - Hüffenhardt
489,380.0,9.22808874458,51.8124533664,,transpower,SRID=4326;POINT(9.22808874457675 51.8124533663924),,380000;110000,substation,Vörden
490,380.0,9.23187002273,51.8101190942,,TenneT,SRID=4326;POINT(9.23187002273009 51.810119094224),3012,380000,auxillary_T_node,
491,380.0,10.2341629654,48.5289320394,50,,SRID=4326;POINT(10.2341629653667 48.5289320393823),,380000,auxillary_T_node,Delmensingen - Niederstotzingen - Rotensohl
492,220.0,8.73513573367,50.1591915404,,TenneT;Mainova,SRID=4326;POINT(8.73513573367143 50.1591915403542),,220000;110000,substation,Umspannwerk Frankfurt Nord
493,220.0,8.87225963915,50.1297253197,50,EON_Netz,SRID=4326;POINT(8.87225963914833 50.1297253197387),DOEH,110000,substation,Dörnigheim 110 kV
494,220.0,8.74326052935,50.1623379811,,,SRID=4326;POINT(8.74326052934848 50.1623379810729),,220000,auxillary_T_node,Staudinger - Dörnigheim - Frankfurt Nord
495,380.0,9.3322301656,54.7210227584,50,TenneT TSO GmbH,SRID=4326;POINT(9.33223016559803 54.7210227584184),,380000,auxillary_T_node,Audorf - Jardelund
2_220kV,220.0,9.11321007473,52.5438533224,50,TenneT,SRID=4326;POINT(9.11321007472722 52.5438533223737),,220000,substation,Umspannwerk Kraftwerk Robert Frank
5_220kV,220.0,10.3662749375,52.2846467462,50,TenneT,SRID=4326;POINT(10.3662749375017 52.2846467462009),,380000;220000,substation,Wahle
10_220kV,220.0,12.9416466019,52.5621144046,,50Hertz Transmission GmbH;E.ON edis AG,SRID=4326;POINT(12.9416466019288 52.5621144045848),Wu,380000;220000;110000,substation,Wustermark
12_220kV,220.0,13.7096697058,52.5397952581,50,50Hertz Transmission GmbH,SRID=4326;POINT(13.7096697058228 52.5397952580643),NHG TCC,380000;220000;110000,substation,Neuenhagen
13_220kV,220.0,11.3704262487,48.291492233,,TenneT TSO GmbH;E.ON Netz GmbH,SRID=4326;POINT(11.3704262486892 48.2914922329548),OBA,380000;220000;110000,substation,Umspannwerk Oberbachern
15_220kV,220.0,11.8681562939,48.2068029185,50,TenneT TSO GmbH,SRID=4326;POINT(11.8681562938884 48.2068029185353),OH,380000;220000,substation,Umspannwerk Ottenhofen
18_220kV,220.0,13.6834769667,54.1390906407,,50Hertz,SRID=4326;POINT(13.6834769666546 54.1390906406635),,380000;220000,substation,Umspannwerk Lubmin
20_220kV,220.0,9.98460982001,53.741128776,50,50Hertz Transmission,SRID=4326;POINT(9.98460982000897 53.7411287759659),,380000;220000;110000,substation,Umspannwerk Hamburg-Nord
22_220kV,220.0,9.20210420095,53.89515741,50,50Hertz Transmission,SRID=4326;POINT(9.20210420095253 53.8951574100045),,380000;220000;110000,substation,Umspannwerk Kernkraftwerk Brunsbüttel
24_220kV,220.0,9.72699196993,54.2914209868,50,TenneT;Schleswig-Holstein Netz AG,SRID=4326;POINT(9.72699196993402 54.2914209867842),,220000;110000,substation,Audorf
26_220kV,220.0,9.34400177216,53.8517774635,,,SRID=4326;POINT(9.34400177215961 53.8517774635399),,380000;220000,substation,Brokdorf
30_220kV,220.0,9.50178966782,53.5428143723,50,,SRID=4326;POINT(9.5017896678173 53.5428143723363),,380000;220000;110000,substation,Dollern
32_220kV,220.0,11.1228545605,50.998909067,50,50Hertz Transmission GmbH,SRID=4326;POINT(11.1228545605428 50.9989090670144),,380000;220000;110000,substation,Umspannwerk Vieselbach
37_220kV,220.0,11.6389127631,52.2687346818,,50Hertz Transmission GmbH,SRID=4326;POINT(11.6389127631156 52.2687346818467),,380000;220000,substation,Umspannwerk Wolmirstedt
42_220kV,220.0,12.1869848227,53.8157751724,50,50Hertz,SRID=4326;POINT(12.1869848227216 53.8157751724384),,380000;220000,substation,Güstrow
46_220kV,220.0,13.524198731,52.5356342713,50,50Hertz,SRID=4326;POINT(13.5241987309997 52.5356342713481),MZA9,380000;220000;110000,substation,Umspannwerk Marzahn
52_220kV,220.0,8.31334016593,49.0090434644,50,EnBW,SRID=4326;POINT(8.3133401659254 49.0090434643525),,380000;220000;110000,substation,Karlsruhe-Daxlanden
56_220kV,220.0,8.62320967452,49.3565822493,50,EnBW,SRID=4326;POINT(8.62320967451897 49.3565822492832),,380000;220000,substation,Umspannwerk Neurott
61_220kV,220.0,8.51888180952,53.2026352837,50,Avacon AG,SRID=4326;POINT(8.51888180951659 53.2026352836834),FARG,110000,substation,Umspannwerk Farge
68_220kV,220.0,8.77244296019,49.9746686651,,RWE,SRID=4326;POINT(8.77244296019056 49.974668665137),,380000;220000;110000,substation,Umspannwerk Urberach
69_220kV,220.0,8.41937105938,49.6337356824,50,RWE,SRID=4326;POINT(8.41937105938048 49.6337356823792),,380000;220000,substation,Station Bürstadt
74_220kV,220.0,13.9024346887,51.874723519,50,50Hertz,SRID=4326;POINT(13.9024346886892 51.8747235190459),RAG,380000;110000,substation,Umspannwerk Ragow
78_220kV,220.0,11.6463786274,50.534876971,50,50Hertz Transmission GmbH,SRID=4326;POINT(11.6463786274424 50.534876971042),RDF;RE,380000;220000;110000,substation,Umspannwerk Remptendorf
86_220kV,220.0,7.30820430095,52.4768353863,50,Amprion,SRID=4326;POINT(7.30820430094578 52.4768353862806),,380000;220000;110000,substation,Hanekenfähr
87_220kV,220.0,7.06030699176,51.6964760131,50,RWE,SRID=4326;POINT(7.06030699176008 51.6964760130648),,380000;220000;110000,substation,Station Kusenhorst
94_220kV,220.0,8.3077568968,52.3456356448,50,Amprion,SRID=4326;POINT(8.30775689679575 52.3456356447783),,380000;220000;110000,substation,Wehrendorf
95_220kV,220.0,7.88957671235,52.2773967624,50,Amprion,SRID=4326;POINT(7.88957671235007 52.2773967624078),,380000;220000;110000,substation,Station Westerkappeln
96_220kV,220.0,7.31784994378,52.4691114903,50,,SRID=4326;POINT(7.31784994377907 52.4691114902799),,220000,substation,Benteler Stahlwerk
99_220kV,220.0,6.99647659179,49.3754093063,50,Amprion,SRID=4326;POINT(6.99647659179489 49.3754093063084),,380000;220000;110000,substation,Umspannwerk Uchtelfangen
100_220kV,220.0,6.47473977007,49.9224692994,50,Amprion; Westnetz,SRID=4326;POINT(6.47473977006816 49.9224692993999),,380000;220000;110000,substation,Station Niederstedem
104_220kV,220.0,6.9267589636,51.4992056838,50,RWE,SRID=4326;POINT(6.92675896360373 51.4992056838496),,380000;220000,substation,Station Büscherhof
105_220kV,220.0,6.68078798894,51.6462959357,,RWE,SRID=4326;POINT(6.68078798893986 51.6462959356851),,380000;220000;110000,substation,Station Niederrhein
106_220kV,220.0,7.16721460966,51.3899067582,50,Amprion,SRID=4326;POINT(7.16721460965932 51.3899067582106),,380000;220000;110000,substation,Station Hattingen
107_220kV,220.0,7.12557291067,51.4489772588,50,RWE,SRID=4326;POINT(7.1255729106725 51.4489772588145),,380000;220000,substation,Station Eiberg
117_220kV,220.0,6.97257742701,50.7956930175,,RWE,SRID=4326;POINT(6.97257742700703 50.795693017514),,380000;220000;110000,substation,Station Sechtem
120_220kV,220.0,7.86394571365,50.7682419129,50,RWE,SRID=4326;POINT(7.86394571365263 50.7682419129404),,380000;220000;110000,substation,Station Dauersberg
123_220kV,220.0,6.7022033778,51.0088609097,50,RWE,SRID=4326;POINT(6.70220337779745 51.0088609096753),,380000;220000,substation,Station Rommerskirchen
124_220kV,220.0,6.61240231531,51.0359242595,50,,SRID=4326;POINT(6.61240231530956 51.0359242594819),,380000;220000;110000,substation,KW Neurath
125_220kV,220.0,6.96568442352,51.0693295322,,RWE,SRID=4326;POINT(6.96568442352005 51.0693295322353),,380000;220000;110000,substation,Station Opladen
128_220kV,220.0,7.44948529011,50.4025276621,50,Amprion,SRID=4326;POINT(7.44948529010545 50.4025276621126),,380000;220000;110000,substation,Station Weißenthurm
129_220kV,220.0,6.62582790177,51.2606098249,50,RWE,SRID=4326;POINT(6.62582790177014 51.2606098249047),,220000;110000,substation,Station Osterath
138_220kV,220.0,7.0067498786,51.599911422,,,SRID=4326;POINT(7.00674987859998 51.5999114220203),,,generator,Kraftwerk Scholven
143_220kV,220.0,7.35135784055,51.5683686081,,E.On Kraftwerke GmbH,SRID=4326;POINT(7.35135784054859 51.568368608134),,,generator,Kraftwerk Knepper
156_220kV,220.0,6.84223115148,50.8598647244,,,SRID=4326;POINT(6.84223115147656 50.8598647243573),,380000;220000,substation,Kraftwerkschaltanlage Knapsack 1
157_220kV,220.0,8.3642295307,51.9271204905,50,Amprion,SRID=4326;POINT(8.364229530696 51.9271204904611),,380000;220000;110000,substation,Station Gütersloh
159_220kV,220.0,8.05408735442,53.3323026934,50,TenneT,SRID=4326;POINT(8.05408735442182 53.3323026933898),CONN,380000;220000;110000,substation,Conneforde
160_220kV,220.0,8.47791063609,53.428485469,50,EON_Netz,SRID=4326;POINT(8.47791063608626 53.428485468955),,380000;220000,substation,Kernkraftwerk Unterweser
165_220kV,220.0,7.70831848873,51.6762033088,50,Amprion,SRID=4326;POINT(7.70831848872651 51.6762033088437),,380000;220000;110000,substation,Station Gersteinwerk
184_220kV,220.0,6.61738109143,51.4757909636,50,Amprion,SRID=4326;POINT(6.61738109142906 51.4757909635544),,380000;220000;110000,substation,Station Utfort
191_220kV,220.0,6.71525259692,51.5267908666,50,Amprion,SRID=4326;POINT(6.71525259691926 51.5267908666491),,220000;110000,substation,Station Walsum
195_220kV,220.0,6.68310697664,51.5756455059,,,SRID=4326;POINT(6.68310697663871 51.5756455059265),,220000,substation,Station Möllen
