id,Carma,Fias,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
440,Luen,,,LüEn Plessur Clasaurer,Switzerland,Hydro,Reservoir,7.2,46.8498606899,9.53287124634,Switzerland Power Plant.csv
441,Rialb,,,C.H. Rialb .,Spain,Hydro,Reservoir,30.7,41.9752689311,1.25607848167,Spain Power Plants Over 10 MW.csv
443,Filisur,,,Filisur,Switzerland,Hydro,Reservoir,65.0,46.672147,9.688013,Switzerland Power Plant.csv
444,Pintrun,,,Pintrun,Switzerland,Hydro,Reservoir,6.48,46.7395037348,8.8286818132,Switzerland Power Plant.csv
445,Soazza,,,Soazza,Switzerland,Hydro,Reservoir,83.0,46.3932498,8.52042375,Switzerland Power Plant.csv
446,Reichenau,,,Reichenau,Switzerland,Hydro,Reservoir,19.06,46.5333333,9.2,Switzerland Power Plant.csv
447,Sedrun,,,Sedrun,Switzerland,Hydro,Reservoir,150.75,46.681556,8.778587,Switzerland Power Plant.csv
451,Riddes,,,Riddes,Switzerland,Hydro,Reservoir,278.5,46.4862733801,7.19128440446,Switzerland Power Plant.csv
453,Russein,,,Russein,Switzerland,Hydro,Reservoir,10.52,46.7034088063,8.85090351105,Switzerland Power Plant.csv
454,Fionnay Mauvoisin,,,Fionnay Mauvoisin,Switzerland,Hydro,Reservoir,140.0,46.36089865,7.4590894,Switzerland Power Plant.csv
456,Rempen,,,Rempen,Switzerland,Hydro,Reservoir,66.24,47.41750405,8.67764365,Switzerland Power Plant.csv
457,Reckingen,,,Reckingen,Switzerland,Hydro,Run-of-river,39.5,46.7994718,7.9004477,Switzerland Power Plant.csv
458,Klingnau,,,Klingnau,Switzerland,Hydro,Run-of-river,42.6,47.609723,8.237497,Switzerland Power Plant.csv
462,Stampa,,,Stampa,Switzerland,Hydro,Reservoir,5.0,46.015621,8.945343,Switzerland Power Plant.csv
463,Naturno,,,Naturno,Italy,Hydro,Reservoir,220.58,46.6493013,11.0046307,Italy Power Plant.csv
464,Eriste,,,Eriste,Spain,Hydro,Reservoir,87.6,42.5898677138,0.492668151855,Spain Power Plants Over 10 MW.csv
465,Toran,,,Toran,Spain,Hydro,Reservoir,13.2,42.231195,-7.830264,Spain Power Plants Over 10 MW.csv
466,Pampaneira,,,Pampaneira,Spain,Hydro,Reservoir,12.8,36.9401510172,-3.36095809937,Spain Power Plants Over 10 MW.csv
467,Las Ondinas,,,Ondinas,Spain,Hydro,Run-of-river,82.46,42.820561,-6.487473,Spain Power Plants Over 10 MW.csv
468,Mucone ,,,Mucone S,Italy,Hydro,Reservoir,101.44,39.4929515,16.3843719,Italy Power Plant.csv
469,Oliana,,,Oliana,Spain,Hydro,Run-of-river,38.38,42.068952,1.313526,Spain Power Plants Over 10 MW.csv
470,Sondrio,,,Sondrio,Italy,Hydro,Reservoir,144.1,46.16996985,9.87292985,Italy Power Plant.csv
471,Brandariz,,,C. H. Salto Central Brandariz,Spain,Hydro,Run-of-river,17.5,42.8166667,-8.2833333,Spain Power Plants Over 10 MW.csv
472,Hodnaberg,,,Hodnaberg,Norway,Hydro,Run-of-river,43.0,60.62296,6.42286,Norway Power Plants (ENTSOE) .csv
473,Froland,,,Froland,Norway,Hydro,Run-of-river,29.0,60.3833333,5.8,Norway Power Plants (ENTSOE) .csv
474,Kvittingen,,,Kvittingen,Norway,Hydro,Run-of-river,56.0,60.4666667,5.8833333,Norway Power Plants (ENTSOE) .csv
475,Dale,,,Dale Tue,Norway,Hydro,Reservoir,178.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
476,Ulvik,,,Ulvik,Norway,Hydro,Reservoir,24.0,60.57117,6.91701,Norway Power Plants (ENTSOE) .csv
477,Steinsland,,,Steinsland,Norway,Hydro,Reservoir,198.0,60.9166667,5.9833333,Norway Power Plants (ENTSOE) .csv
480,Kaldestad,,,Kaldestad,Norway,Hydro,Reservoir,30.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
484,Fossmark,,,Fossmark,Norway,Hydro,Reservoir,11.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
485,Myster,,,Myster,Norway,Hydro,Reservoir,125.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
486,Oksebotn,,,Oksebotn,Norway,Hydro,Reservoir,16.0,60.62296,6.42286,Norway Power Plants (ENTSOE) .csv
488,Wynau,,,Wynau,Switzerland,Hydro,Reservoir,12.0,47.2556989436,7.81625747681,Switzerland Power Plant.csv
489,Kallnach,,,Kallnach,Switzerland,Hydro,Run-of-river,8.3,47.020319,7.235453,Switzerland Power Plant.csv
490,Hagneck,,,Hagneck Mm U. M,Switzerland,Hydro,Run-of-river,12.7,47.1324032425,7.24411010742,Switzerland Power Plant.csv
491,Goule,,,Goule,Switzerland,Hydro,Reservoir,5.87,47.1528362264,6.99691772461,Switzerland Power Plant.csv
492,Spiez,,,Spiez,Switzerland,Hydro,Run-of-river,18.66,46.684733,7.691108,Switzerland Power Plant.csv
494,Heggmoen,,,Heggmoen,Norway,Hydro,Reservoir,12.0,67.28,14.40501,Norway Power Plants (ENTSOE) .csv
495,Viulfoss,,,Viulfoss,Norway,Hydro,Run-of-river,13.0,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv
496,Gamlebrofoss,,,Gamlebrofoss,Norway,Hydro,Run-of-river,18.0,59.66858,9.65017,Norway Power Plants (ENTSOE) .csv
497,Pikerfoss,,,Pikerfoss,Norway,Hydro,Reservoir,18.0,59.85,9.45,Norway Power Plants (ENTSOE) .csv
499,Martina ,,,Martina,Switzerland,Hydro,Reservoir,84.0,46.5103528,8.75101465,Switzerland Power Plant.csv
500,Etzelwerk Altendorf,,,Etzelwerk Altendorf,Switzerland,Hydro,Reservoir,142.44,46.8700754127,9.07981602958,Switzerland Power Plant.csv
501,Hinterthal Huribach,,,Hinterthal HüRibach,Switzerland,Hydro,Reservoir,4.7,46.976761,8.76499,Switzerland Power Plant.csv
502,Sahli Glattalp,,,Sahli Glattalp,Switzerland,Hydro,Reservoir,9.3,46.9156824717,8.88424873352,Switzerland Power Plant.csv
503,Wernisberg,,,Wernisberg,Switzerland,Hydro,Reservoir,20.4,47.011045002,8.64538192749,Switzerland Power Plant.csv
504,Hinterthal Muota,,,Hinterthal Muota,Switzerland,Hydro,Reservoir,8.8,46.976761,8.76499,Switzerland Power Plant.csv
505,Stechelberg,,,Stechelberg,Switzerland,Hydro,Reservoir,4.3,46.5431297381,7.90148735046,Switzerland Power Plant.csv
506,Dallenwil,,,Dallenwil,Switzerland,Hydro,Reservoir,18.24,46.924197,8.387852,Switzerland Power Plant.csv
507,Obermatt,,,Zwingen Obermatt,Switzerland,Hydro,Reservoir,32.33,46.99738785,8.12304175,Switzerland Power Plant.csv
508,Isenthal,,,Isenthal Bolzbach,Switzerland,Hydro,Reservoir,12.0,46.881992,8.616111,Switzerland Power Plant.csv
509,Burglen,,,BüRglen UnterschäChen,Switzerland,Hydro,Reservoir,23.0,47.03977015,8.69879105,Switzerland Power Plant.csv
510,Arniberg,,,Arniberg,Switzerland,Hydro,Reservoir,13.0,46.771317,8.669632,Switzerland Power Plant.csv
511,Gurtnellen,,,Gurtnellen,Switzerland,Hydro,Reservoir,6.6,46.740074,8.624676,Switzerland Power Plant.csv
512,Ganterbrucke,,,GanterbrüCke,Switzerland,Hydro,Reservoir,6.1,46.2964768369,8.05066108704,Switzerland Power Plant.csv
515,Kaiserstuhl,,,Kaiserstuhl,Switzerland,Hydro,Reservoir,10.3,46.813809,8.17205,Switzerland Power Plant.csv
516,Lungererseewerk (Unteraa),,,Unteraa Lungerersee,Switzerland,Hydro,Reservoir,54.5,46.833327,8.180646,Switzerland Power Plant.csv
517,Letten,,,Letten,Switzerland,Hydro,Run-of-river,5.0,47.3666667,8.55,Switzerland Power Plant.csv
518,Wettingen,,,Wettingen Dotierzentrale,Switzerland,Hydro,Reservoir,27.45,47.470495,8.31636,Switzerland Power Plant.csv
519,Tinizong,,,Tinizong,Switzerland,Hydro,Reservoir,76.5,46.582406,9.61732,Switzerland Power Plant.csv
520,Castasegna,,,Castasegna,Switzerland,Hydro,Reservoir,100.0,46.2556335562,7.75692778793,Switzerland Power Plant.csv
521,Sublin ,,,Sublin,Switzerland,Hydro,Run-of-river,10.61,46.252137,7.011408,Switzerland Power Plant.csv
522,Las Conchas,,,Conchas,Spain,Hydro,Reservoir,49.38,42.407456473,-7.53164291382,Spain Power Plants Over 10 MW.csv
523,Velle,,,Velle,Spain,Hydro,Reservoir,86.48,42.3333333,-7.85,Spain Power Plants Over 10 MW.csv
524,Salas,,,Salas,Spain,Hydro,Run-of-river,53.1,41.956095,-7.973959,Spain Power Plants Over 10 MW.csv
525,Juan (Es),,,Juan,Spain,Hydro,Reservoir,38.81,40.3618495478,-4.39830780029,Spain Power Plants Over 10 MW.csv
526,Castrelo Fenosa,,,Castrelo,Spain,Hydro,Run-of-river,135.59,42.2979765602,-8.06696891785,Spain Power Plants Over 10 MW.csv
527,Entrepenas,,,Entrepenas,Spain,Hydro,Reservoir,40.8,40.517524,-2.792505,Spain Power Plants Over 10 MW.csv
528,Los Peares,,,Peares,Spain,Hydro,Reservoir,199.17,42.4536237092,-7.73336648941,Spain Power Plants Over 10 MW.csv
529,Albarellos,,,Albarellos,Spain,Hydro,Run-of-river,67.6,42.433318,-8.144306,Spain Power Plants Over 10 MW.csv
530,Mandeo Zarzo,,,Mandeo Zarzo,Spain,Hydro,Reservoir,26.8,43.234692,-8.017052,Spain Power Plants Over 10 MW.csv
531,Tunnsjo,,,Tunnsjo,Norway,Hydro,Reservoir,32.0,64.6833333,13.65,Norway Power Plants (ENTSOE) .csv
532,Donzere,,,Donzere Mondragon,France,Hydro,Run-of-river,354.0,44.440893,4.711792,France Power Plant.csv
533,Bocki ,,,Bocki,Switzerland,Hydro,Reservoir,8.7,46.81885,8.650516,Switzerland Power Plant.csv
534,Gidea,,,Gidea,Sweden,Hydro,Run-of-river,18.45,63.55,18.6166667,Sweden Power Plant.csv
535,Bjorna,,,Bjorna,Sweden,Hydro,Reservoir,17.0,63.5666667,18.55,Sweden Power Plant.csv
536,Gidbole,,,Gidbole,Sweden,Hydro,Run-of-river,13.5,63.4,19.05,Sweden Power Plant.csv
537,Bieudron,,,Bieudron,Switzerland,Hydro,Reservoir,1285.0,46.3406813,7.46059055,Switzerland Power Plant.csv
538,Nendaz,,,Nendaz,Switzerland,Hydro,Reservoir,408.0,46.1853368487,7.35893730635,Switzerland Power Plant.csv
539,Sama,,,Sama,Norway,Hydro,Reservoir,8.0,63.7166667,9.5666667,Norway Power Plants (ENTSOE) .csv
541,Charmey,,,Charmey Le Perré,Switzerland,Hydro,Reservoir,5.27,46.619499,7.056743,Switzerland Power Plant.csv
543,Vinkefallet,,,Vinkelfallet,Norway,Hydro,Run-of-river,9.0,59.0963889,5.7083333,Norway Power Plants (ENTSOE) .csv
544,Barca,,,Barca,Spain,Hydro,Run-of-river,55.28,43.337651,-6.414516,Spain Power Plants Over 10 MW.csv
545,Salime,,,Salime,Spain,Hydro,Run-of-river,157.24,43.215536,-6.875698,Spain Power Plants Over 10 MW.csv
546,Miranda Cantabrico,,,Miranda,Spain,Hydro,Run-of-river,71.79,43.2824541424,-6.21817588806,Spain Power Plants Over 10 MW.csv
547,Proaza,,,Proaza,Spain,Hydro,Reservoir,49.54,43.251775,-6.016333,Spain Power Plants Over 10 MW.csv
548,Fagervollan,,,Fagervollan,Norway,Hydro,Reservoir,22.0,68.35,17.0166667,Norway Power Plants (ENTSOE) .csv
549,Sjona,,,Sjona,Norway,Hydro,Reservoir,60.0,68.35,17.0166667,Norway Power Plants (ENTSOE) .csv
551,Forsland,,,Forsland,Norway,Hydro,Run-of-river,8.0,67.5833333,15.7666667,Norway Power Plants (ENTSOE) .csv
552,Ildgrubfossen,,,Ildgruben,Norway,Hydro,Reservoir,7.0,68.35,17.0166667,Norway Power Plants (ENTSOE) .csv
553,Grytaga,,,Grytaga,Norway,Hydro,Run-of-river,61.0,65.8333333,13.2,Norway Power Plants (ENTSOE) .csv
554,Kaldaga,,,Kaldaga,Norway,Hydro,Run-of-river,19.0,68.045,15.7305556,Norway Power Plants (ENTSOE) .csv
555,Gejman,,,Gejman,Sweden,Hydro,Run-of-river,66.0,65.095904961,17.1173107624,Sweden Power Plant.csv
556,Peneda,,,C.H. Peneda Modificada,Spain,Hydro,Reservoir,11.0,42.2505671113,-8.13112735748,Spain Power Plants Over 10 MW.csv
557,Werk Rheinfelden,,,Rheinfelden,Germany,Hydro,Run-of-river,46.7,47.5782649,7.80503257609,Germany Power Plants (conventional).csv
558,Montpezat,,,Montpezat,France,Hydro,Reservoir,133.7,43.751367,6.0888,France Power Plant.csv
559,Domeno,,,Central Hidraulica Domeno,Spain,Hydro,Run-of-river,40.8,42.675787,-1.239507,Spain Power Plants Over 10 MW.csv
560,Millares,,,C.H. Millares,Spain,Hydro,Reservoir,70.17,39.25,-0.7666667,Spain Power Plants Over 10 MW.csv
561,Pedro Iberdrola ,,,Pedro,Spain,Hydro,Reservoir,57.47,42.4171203547,-7.74982452393,Spain Power Plants Over 10 MW.csv
562,Lafortunada Cinca,,,Lafortunada Cinca,Spain,Hydro,Reservoir,42.0,42.574054,0.182409,Spain Power Plants Over 10 MW.csv
563,Soutelo,,,Soutelo,Spain,Hydro,Reservoir,213.64,43.300394,-6.923518,Spain Power Plants Over 10 MW.csv
564,Santiago Jares,,,Santiago Jares,Spain,Hydro,Run-of-river,53.15,43.49489,-7.242148,Spain Power Plants Over 10 MW.csv
565,Valparaiso,,,Valparaiso,Spain,Hydro,Reservoir,67.5,42.022834,-6.330268,Spain Power Plants Over 10 MW.csv
566,Saussaz,,,Saussaz,France,Hydro,Reservoir,146.0,45.218424,6.472575,France Power Plant.csv
568,Cedegolo Edison,,,Cedegolo,Italy,Hydro,Reservoir,130.0,46.076697,10.349562,Italy Power Plant.csv
569,Unteropfingen,,,Unteropfingen,Germany,Hydro,Reservoir,14.2,48.0591516244,10.128364563,Germany Power Plants (conventional).csv
570,Saint Guillerme,,,Saint Guillerme,France,Hydro,Reservoir,116.0,45.054847,6.029845,France Power Plant.csv
571,Iffezheim,,,Rheinkraftwerk Iffezheim,Germany,Hydro,Run-of-river,146.0,48.8222128594,8.14201371927,Germany Power Plants (conventional).csv
572,Somplago,,,Somplago,Italy,Hydro,Reservoir,220.0,46.3705556,13.0436111,Italy Power Plant.csv
573,Mese,,,Mese,Italy,Hydro,Reservoir,164.34,46.306294,9.382335,Italy Power Plant.csv
574,Strandfossen,,,Strandfossen,Norway,Hydro,Run-of-river,26.0,60.88191,11.56231,Norway Power Plants (ENTSOE) .csv
575,Lutufallet,,,Lutufallet,Norway,Hydro,Reservoir,15.0,61.31484,12.26374,Norway Power Plants (ENTSOE) .csv
576,Osfallet,,,Osfallet,Norway,Hydro,Run-of-river,6.0,61.1333333,11.3833333,Norway Power Plants (ENTSOE) .csv
577,Sagnfossen,,,Sagnfossen,Norway,Hydro,Reservoir,7.0,61.31484,12.26374,Norway Power Plants (ENTSOE) .csv
578,Lopet,,,Lopet,Norway,Hydro,Reservoir,28.0,61.1333333,11.3833333,Norway Power Plants (ENTSOE) .csv
579,Vittingfoss,,,Vittingfoss,Norway,Hydro,Run-of-river,22.0,59.4833333,10.0166667,Norway Power Plants (ENTSOE) .csv
580,Lee Hydro,,,Lee,Ireland,Hydro,Run-of-river,27.39,51.8833333,-8.6333333,Ireland and Northern Ireland.csv
581,Grono,,,Grono,Switzerland,Hydro,Reservoir,37.5,46.246788,9.149258,Switzerland Power Plant.csv
583,Bramois,,,Bramois Groupe,Switzerland,Hydro,Run-of-river,27.35,46.6033209,7.91199915,Switzerland Power Plant.csv
584,Quereno,,,Quereno,Spain,Hydro,Run-of-river,36.46,42.449602,-6.947579,Spain Power Plants Over 10 MW.csv
585,Cimego ,,,Cimego,Italy,Hydro,Run-of-river,229.9,45.9270455,10.62656275,Italy Power Plant.csv
586,Lana,,,Lana,Italy,Hydro,Reservoir,121.8,46.60989775,11.1585987,Italy Power Plant.csv
587,Sesue,,,Sesue,Spain,Hydro,Run-of-river,36.0,42.551308,0.472115,Spain Power Plants Over 10 MW.csv
588,Llavorsi Cardos,,,Llavorsi Cardos,Spain,Hydro,Reservoir,52.8,42.495149,1.211007,Spain Power Plants Over 10 MW.csv
589,Arties,,,Arties,Spain,Hydro,Run-of-river,68.0,41.798001,1.954283,Spain Power Plants Over 10 MW.csv
590,Pont  Rey,,,Pont Rei,Spain,Hydro,Reservoir,46.4,42.838364,0.738999,Spain Power Plants Over 10 MW.csv
591,Lanuza,,,Lanuza,Spain,Hydro,Reservoir,52.69,42.72381263,-0.28169631958,Spain Power Plants Over 10 MW.csv
592,Guadalmena,,,Guadalmena,Spain,Hydro,Reservoir,15.2,38.311867,-3.042194,Spain Power Plants Over 10 MW.csv
593,Barrados,,,Barrados,Spain,Hydro,Reservoir,16.0,42.7333333,0.7166667,Spain Power Plants Over 10 MW.csv
594,Seros,,,Seros,Spain,Hydro,Run-of-river,44.6,41.4833333,0.4666667,Spain Power Plants Over 10 MW.csv
595,Eume,,,Eume,Spain,Hydro,Reservoir,54.4,43.426973,-8.067068,Spain Power Plants Over 10 MW.csv
596,Riba Roja,,,Riba Roja,Spain,Hydro,Reservoir,262.8,41.25,0.4833333,Spain Power Plants Over 10 MW.csv
597,Villanua,,,Villanua,Spain,Hydro,Reservoir,13.2,42.679705,-0.537686,Spain Power Plants Over 10 MW.csv
598,Escales,,,Escales,Spain,Hydro,Reservoir,36.0,42.3161465439,0.746319293976,Spain Power Plants Over 10 MW.csv
599,Susqueda,,,Susqueda,Spain,Hydro,Run-of-river,88.55,41.977765,2.516524,Spain Power Plants Over 10 MW.csv
600,Flix Endesa,,,Flix,Spain,Hydro,Run-of-river,52.52,41.2307423044,0.55007815361,Spain Power Plants Over 10 MW.csv
601,Loch Gair,,,Loch Gair,United Kingdom,Hydro,Reservoir,6.0,56.4242820993,-4.72601693886,UK Power Plant.csv
602,Caldes,,,Caldes,Spain,Hydro,Reservoir,32.64,42.5046294058,0.800564289093,Spain Power Plants Over 10 MW.csv
603,Prada,,,Prada,Spain,Hydro,Reservoir,70.72,42.316743,-7.027391,Spain Power Plants Over 10 MW.csv
604,Torbole,,,Torbole,Italy,Hydro,Reservoir,124.6,45.8695130708,10.8756065369,Italy Power Plant.csv
605,Pueyo,,,Pueyo,Spain,Hydro,Reservoir,14.3,42.376352,-0.002612,Spain Power Plants Over 10 MW.csv
606,Bosost,,,Bossost,Spain,Hydro,Reservoir,21.6,42.7833333,0.7,Spain Power Plants Over 10 MW.csv
607,Salient,,,Sallent,Spain,Hydro,Reservoir,17.04,42.7712741444,-0.334482192993,Spain Power Plants Over 10 MW.csv
608,Termens,,,Termens,Spain,Hydro,Reservoir,12.0,41.7166667,0.7666667,Spain Power Plants Over 10 MW.csv
609,Ilanz  (Panix),,,Ilanz,Switzerland,Hydro,Reservoir,52.5,46.4271368598,8.20855723913,Switzerland Power Plant.csv
610,Agustin,,,Agustin,Spain,Hydro,Reservoir,65.28,42.1794973838,-7.11218833923,Spain Power Plants Over 10 MW.csv
611,Vielha,,,Vielha,Spain,Hydro,Reservoir,22.0,42.7019605619,0.795564651489,Spain Power Plants Over 10 MW.csv
612,Penadrada,,,Penadrada,Spain,Hydro,Reservoir,38.17,42.820561,-6.487473,Spain Power Plants Over 10 MW.csv
613,Sarra,,,Sarra,Spain,Hydro,Reservoir,28.86,42.7712741444,-0.334482192993,Spain Power Plants Over 10 MW.csv
614,Cornatel,,,Cornatel,Spain,Hydro,Run-of-river,130.66,42.449602,-6.947579,Spain Power Plants Over 10 MW.csv
615,Iznajar,,,Iznajar,Spain,Hydro,Run-of-river,76.8,37.266655,-4.414322,Spain Power Plants Over 10 MW.csv
616,Duque,,,Duque,Spain,Hydro,Reservoir,12.8,36.9401510172,-3.36095809937,Spain Power Plants Over 10 MW.csv
617,Santa Marina,,,Santa Marina,Spain,Hydro,Reservoir,34.68,42.699547,-6.512359,Spain Power Plants Over 10 MW.csv
618,S Giacomo Sul Vomano,,,S.Giacomo,Italy,Hydro,Reservoir,490.0,42.55304,13.535891,Italy Power Plant.csv
619,Biescas,,,Biescas,Spain,Hydro,Reservoir,64.4,42.628970046,-0.321350097656,Spain Power Plants Over 10 MW.csv
620,Lanzada,,,Lanzada,Italy,Hydro,Reservoir,189.01,46.269297,9.869247,Italy Power Plant.csv
621,Venaus (Mont Cenis),,,Venaus,Italy,Hydro,Reservoir,240.0,45.158443,7.008106,Italy Power Plant.csv
622,Grado Endesa,,,Grado,Spain,Hydro,Reservoir,45.76,42.15191,0.222472,Spain Power Plants Over 10 MW.csv
623,Ribadelago,,,Ribadelago,Spain,Hydro,Reservoir,35.96,42.1043996603,-6.6625213623,Spain Power Plants Over 10 MW.csv
624,Montorio,,,Montorio,Italy,Hydro,Reservoir,110.1,42.62221565,13.6683227,Italy Power Plant.csv
625,Sau,,,Sau,Spain,Hydro,Run-of-river,56.0,41.947002,2.384404,Spain Power Plants Over 10 MW.csv
626,Mequinenza,,,Mequinenza,Spain,Hydro,Reservoir,324.0,41.3721067929,0.301694869995,Spain Power Plants Over 10 MW.csv
627,Porto Endesa,,,Porto,Spain,Hydro,Reservoir,17.6,42.167366,-6.899343,Spain Power Plants Over 10 MW.csv
628,Seira,,,Seira,Spain,Hydro,Reservoir,37.01,42.476962,0.431267,Spain Power Plants Over 10 MW.csv
629,Bembezar,,,Bembezar,Spain,Hydro,Run-of-river,15.12,37.8333333,-5.2333333,Spain Power Plants Over 10 MW.csv
630,Mediano,,,Mediano,Spain,Hydro,Reservoir,66.97,42.3226991462,0.243759155273,Spain Power Plants Over 10 MW.csv
631,Tabescan Inferior,,,Tavascan Inferior,Spain,Hydro,Reservoir,32.04,42.621379,1.248929,Spain Power Plants Over 10 MW.csv
632,Soverzene,,,Soverzene,Italy,Hydro,Reservoir,213.5,46.2058943,12.30319905,Italy Power Plant.csv
633,Camarasa,,,Camarasa,Spain,Hydro,Run-of-river,60.0,41.874859,0.878136,Spain Power Plants Over 10 MW.csv
634,Terradets,,,Terradets,Spain,Hydro,Reservoir,32.5,42.074764,0.916209,Spain Power Plants Over 10 MW.csv
635,Tabescan Superior,,,Tavascan Superior,Spain,Hydro,Reservoir,120.44,42.621379,1.248929,Spain Power Plants Over 10 MW.csv
636,Floriano Egna,,,S.Floriano,Italy,Hydro,Reservoir,180.0,46.31691355,11.2725739,Italy Power Plant.csv
637,Cardano,,,Cardano,Italy,Hydro,Reservoir,121.0,46.49128515,11.3708242,Italy Power Plant.csv
638,Canelles,,,Canelles,Spain,Hydro,Run-of-river,108.0,41.873141,0.720168,Spain Power Plants Over 10 MW.csv
639,Bigge,,,Bigge,Germany,Hydro,Reservoir,15.4,51.1257512099,7.90221595513,Germany Power Plants (conventional).csv
640,Ardon,,,Ardon,Switzerland,Hydro,Run-of-river,52.0,46.22140845,7.33082815,Switzerland Power Plant.csv
643,Askerudfoss,,,Askerudfoss,Norway,Hydro,Run-of-river,15.96,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv
644,Kaggefoss,,,Kaggefoss,Norway,Hydro,Reservoir,101.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
645,Gravfoss,,,Gravfos,Norway,Hydro,Run-of-river,50.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
646,Dovikfoss,,,Dovikfoss,Norway,Hydro,Run-of-river,17.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
647,Mykstufoss,,,Mykstufoss,Norway,Hydro,Reservoir,72.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv
648,Geithusfoss,,,Geithusfoss,Norway,Hydro,Run-of-river,15.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
649,Djupdal,,,Djupdal,Norway,Hydro,Run-of-river,17.0,59.98431,9.29644,Norway Power Plants (ENTSOE) .csv
654,Verbano,,,Verbano,Switzerland,Hydro,Reservoir,181.0,46.1201313874,8.71181488037,Switzerland Power Plant.csv
655,Bavona,,,Bavona,Switzerland,Hydro,Reservoir,140.0,46.637668,8.69386725,Switzerland Power Plant.csv
657,Klaus,,,Klaus,Austria,Hydro,Run-of-river,20.0,47.8313654498,14.1571712494,Verbund Power Plant.csv
658,Rosenau,,,Rosenau,Austria,Hydro,Reservoir,34.0,48.4890224103,14.6288108826,Verbund Power Plant.csv
659,Staning,,,Staning,Austria,Hydro,Run-of-river,43.2,48.1007252188,14.4568061829,Verbund Power Plant.csv
660,St Pantaleon,,,St. Pantaleon,Austria,Hydro,Run-of-river,52.1,48.0076111279,12.8941726685,Verbund Power Plant.csv
661,Schonau,,,Schonau,Austria,Hydro,Reservoir,30.0,48.394561622,14.7301769257,Verbund Power Plant.csv
662,Ternberg,,,Ternberg,Austria,Hydro,Run-of-river,40.4,47.9333333,14.35,Verbund Power Plant.csv
663,Weyer,,,Weyer,Austria,Hydro,Run-of-river,37.0,48.1465032749,14.117603302,Verbund Power Plant.csv
664,Losenstein,,,Losenstein,Austria,Hydro,Run-of-river,39.4,47.9242798828,14.4367218018,Verbund Power Plant.csv
665,Garsten St Ulrich,,,Garsten St. Ulrich,Austria,Hydro,Run-of-river,38.0,47.7222349808,14.327545166,Verbund Power Plant.csv
666,Grossraming,,,GroßRaming,Austria,Hydro,Run-of-river,72.0,47.8833333,14.55,Verbund Power Plant.csv
667,Ramfoss,,,Ramfoss,Norway,Hydro,Run-of-river,39.0,59.9333333,10.0,Norway Power Plants (ENTSOE) .csv
670,Bjorndalselva,,,Bjorndalselva,Norway,Hydro,Reservoir,6.0,61.5166667,6.25,Norway Power Plants (ENTSOE) .csv
671,Ovre Svultingen,,,Ovre Svultingen,Norway,Hydro,Reservoir,5.0,61.22036,6.07494,Norway Power Plants (ENTSOE) .csv
672,Tafjord ,,,Tafjord,Norway,Hydro,Reservoir,319.0,62.0833333,5.8333333,Norway Power Plants (ENTSOE) .csv
673,Smavatna,,,Smavatna,Norway,Hydro,Reservoir,23.0,69.9333333,21.7166667,Norway Power Plants (ENTSOE) .csv
674,Meraker,,,Meraker,Norway,Hydro,Run-of-river,108.0,63.41406,11.74298,Norway Power Plants (ENTSOE) .csv
675,Bogna,,,Bogna,Norway,Hydro,Run-of-river,60.0,64.3833333,11.4,Norway Power Plants (ENTSOE) .csv
676,Aunfoss,,,Aunfoss,Norway,Hydro,Run-of-river,36.0,64.6166667,12.5666667,Norway Power Plants (ENTSOE) .csv
679,Svandalsflona,,,Svandalsflona,Norway,Hydro,Reservoir,20.0,59.85,6.9833333,Norway Power Plants (ENTSOE) .csv
681,Novle,,,Novle,Norway,Hydro,Reservoir,50.0,59.8333333,6.9,Norway Power Plants (ENTSOE) .csv
682,Froystul,,,Froystul,Norway,Hydro,Run-of-river,50.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
683,Suldal,,,Suldal,Norway,Hydro,Reservoir,350.0,59.6333333,6.8,Norway Power Plants (ENTSOE) .csv
684,Eidsfoss Telemark,,,Eidsfoss,Norway,Hydro,Run-of-river,18.0,59.3,9.2166667,Norway Power Plants (ENTSOE) .csv
685,Moflat,,,Moflat,Norway,Hydro,Run-of-river,33.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
686,Mael,,,Mal,Norway,Hydro,Run-of-river,50.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
687,Roldal,,,Roldal,Norway,Hydro,Reservoir,192.0,59.8166667,6.8,Norway Power Plants (ENTSOE) .csv
688,Vemork New,,,Vemork,Norway,Hydro,Reservoir,224.0,59.55,9.25,Norway Power Plants (ENTSOE) .csv
