,VIC,VIC,SA,SA,NSW,NSW
2011-06-26 03:00:00,0.41,0.501,0.027,0.583,0.072,0.628
2011-06-26 04:00:00,0.365,0.485,0.026,0.58,0.071,0.592
2011-06-26 05:00:00,0.336,0.418,0.029,0.533,0.053,0.513
2011-06-26 06:00:00,0.303,0.284,0.039,0.437,0.034,0.387
2011-06-26 07:00:00,0.286,0.16,0.056,0.311,0.028,0.23
2011-06-26 08:00:00,0.279,0.0,0.09,0.098,0.03,0.0
2011-06-26 09:00:00,0.266,0.0,0.134,0.0,0.033,0.0
2011-06-26 10:00:00,0.267,0.0,0.15,0.0,0.047,0.0
2011-06-26 11:00:00,0.263,0.0,0.182,0.0,0.051,0.0
2011-06-26 12:00:00,0.261,0.0,0.2,0.0,0.056,0.0
2011-06-26 13:00:00,0.265,0.0,0.207,0.0,0.059,0.0
2011-06-26 14:00:00,0.273,0.0,0.211,0.0,0.064,0.0
2011-06-26 15:00:00,0.285,0.0,0.212,0.0,0.067,0.0
2011-06-26 16:00:00,0.302,0.0,0.205,0.0,0.069,0.0
2011-06-26 17:00:00,0.307,0.0,0.204,0.0,0.074,0.0
2011-06-26 18:00:00,0.31,0.0,0.209,0.0,0.079,0.0
2011-06-26 19:00:00,0.301,0.0,0.219,0.0,0.084,0.0
2011-06-26 20:00:00,0.294,0.0,0.235,0.0,0.09,0.0
2011-06-26 21:00:00,0.293,0.0,0.252,0.0,0.098,0.0
2011-06-26 22:00:00,0.265,0.002,0.26,0.0,0.101,0.038
2011-06-26 23:00:00,0.257,0.117,0.257,0.065,0.099,0.216
2011-06-27 00:00:00,0.238,0.301,0.192,0.231,0.063,0.393
2011-06-27 01:00:00,0.23,0.438,0.133,0.379,0.046,0.508
2011-06-27 02:00:00,0.236,0.54,0.131,0.484,0.052,0.572
2011-06-27 03:00:00,0.236,0.56,0.128,0.528,0.059,0.581
2011-06-27 04:00:00,0.229,0.532,0.121,0.527,0.056,0.546
2011-06-27 05:00:00,0.205,0.441,0.117,0.477,0.062,0.473
2011-06-27 06:00:00,0.171,0.337,0.129,0.39,0.077,0.354
2011-06-27 07:00:00,0.145,0.2,0.15,0.276,0.105,0.194
2011-06-27 08:00:00,0.133,0.0,0.201,0.111,0.164,0.0
2011-06-27 09:00:00,0.117,0.0,0.279,0.0,0.224,0.0
2011-06-27 10:00:00,0.093,0.0,0.333,0.0,0.247,0.0
2011-06-27 11:00:00,0.082,0.0,0.386,0.0,0.294,0.0
2011-06-27 12:00:00,0.077,0.0,0.422,0.0,0.324,0.0
2011-06-27 13:00:00,0.073,0.0,0.454,0.0,0.34,0.0
2011-06-27 14:00:00,0.072,0.0,0.466,0.0,0.342,0.0
2011-06-27 15:00:00,0.064,0.0,0.471,0.0,0.338,0.0
2011-06-27 16:00:00,0.063,0.0,0.473,0.0,0.332,0.0
2011-06-27 17:00:00,0.061,0.0,0.477,0.0,0.326,0.0
2011-06-27 18:00:00,0.059,0.0,0.476,0.0,0.317,0.0
2011-06-27 19:00:00,0.056,0.0,0.476,0.0,0.305,0.0
2011-06-27 20:00:00,0.056,0.0,0.462,0.0,0.304,0.0
2011-06-27 21:00:00,0.054,0.0,0.458,0.0,0.299,0.0
2011-06-27 22:00:00,0.059,0.004,0.491,0.0,0.28,0.028
2011-06-27 23:00:00,0.046,0.114,0.448,0.059,0.227,0.169
2011-06-28 00:00:00,0.025,0.266,0.337,0.233,0.147,0.326
2011-06-28 01:00:00,0.013,0.39,0.271,0.39,0.133,0.441
2011-06-28 02:00:00,0.013,0.468,0.252,0.502,0.123,0.505
2011-06-28 03:00:00,0.017,0.527,0.227,0.556,0.115,0.514
2011-06-28 04:00:00,0.019,0.53,0.207,0.562,0.104,0.48
2011-06-28 05:00:00,0.021,0.484,0.204,0.52,0.109,0.389
2011-06-28 06:00:00,0.023,0.381,0.197,0.435,0.121,0.273
2011-06-28 07:00:00,0.042,0.236,0.193,0.314,0.151,0.144
2011-06-28 08:00:00,0.073,0.0,0.219,0.115,0.228,0.0
2011-06-28 09:00:00,0.104,0.0,0.299,0.0,0.3,0.0
2011-06-28 10:00:00,0.13,0.0,0.408,0.0,0.327,0.0
2011-06-28 11:00:00,0.173,0.0,0.495,0.0,0.375,0.0
2011-06-28 12:00:00,0.208,0.0,0.551,0.0,0.401,0.0
2011-06-28 13:00:00,0.249,0.0,0.597,0.0,0.412,0.0
2011-06-28 14:00:00,0.285,0.0,0.62,0.0,0.42,0.0
2011-06-28 15:00:00,0.292,0.0,0.618,0.0,0.421,0.0
2011-06-28 16:00:00,0.307,0.0,0.609,0.0,0.428,0.0
2011-06-28 17:00:00,0.299,0.0,0.596,0.0,0.439,0.0
2011-06-28 18:00:00,0.286,0.0,0.574,0.0,0.439,0.0
2011-06-28 19:00:00,0.27,0.0,0.556,0.0,0.439,0.0
2011-06-28 20:00:00,0.268,0.0,0.544,0.0,0.44,0.0
2011-06-28 21:00:00,0.273,0.0,0.536,0.0,0.447,0.0
2011-06-28 22:00:00,0.28,0.004,0.521,0.0,0.39,0.018
2011-06-28 23:00:00,0.259,0.131,0.484,0.073,0.369,0.13
2011-06-29 00:00:00,0.231,0.32,0.402,0.259,0.319,0.263
2011-06-29 01:00:00,0.185,0.448,0.32,0.413,0.34,0.375
2011-06-29 02:00:00,0.176,0.528,0.311,0.512,0.352,0.436
2011-06-29 03:00:00,0.158,0.568,0.291,0.562,0.33,0.46
2011-06-29 04:00:00,0.157,0.535,0.267,0.566,0.306,0.443
2011-06-29 05:00:00,0.176,0.471,0.256,0.522,0.295,0.362
2011-06-29 06:00:00,0.215,0.362,0.242,0.422,0.284,0.272
2011-06-29 07:00:00,0.292,0.21,0.235,0.292,0.271,0.157
2011-06-29 08:00:00,0.374,0.0,0.249,0.1,0.319,0.0
2011-06-29 09:00:00,0.425,0.0,0.322,0.0,0.378,0.0
2011-06-29 10:00:00,0.419,0.0,0.37,0.0,0.391,0.0
2011-06-29 11:00:00,0.463,0.0,0.476,0.0,0.455,0.0
2011-06-29 12:00:00,0.487,0.0,0.551,0.0,0.507,0.0
2011-06-29 13:00:00,0.492,0.0,0.607,0.0,0.54,0.0
2011-06-29 14:00:00,0.499,0.0,0.647,0.0,0.552,0.0
2011-06-29 15:00:00,0.489,0.0,0.669,0.0,0.558,0.0
2011-06-29 16:00:00,0.487,0.0,0.674,0.0,0.542,0.0
2011-06-29 17:00:00,0.475,0.0,0.673,0.0,0.524,0.0
2011-06-29 18:00:00,0.467,0.0,0.659,0.0,0.498,0.0
2011-06-29 19:00:00,0.453,0.0,0.644,0.0,0.472,0.0
2011-06-29 20:00:00,0.456,0.0,0.629,0.0,0.458,0.0
2011-06-29 21:00:00,0.467,0.0,0.62,0.0,0.448,0.0
2011-06-29 22:00:00,0.468,0.004,0.655,0.0,0.413,0.031
2011-06-29 23:00:00,0.436,0.106,0.614,0.057,0.347,0.196
2011-06-30 00:00:00,0.385,0.245,0.525,0.202,0.263,0.369
2011-06-30 01:00:00,0.333,0.366,0.452,0.334,0.284,0.492
2011-06-30 02:00:00,0.303,0.453,0.439,0.427,0.257,0.545
2011-06-30 03:00:00,0.254,0.489,0.421,0.478,0.215,0.568
2011-06-30 04:00:00,0.215,0.457,0.38,0.465,0.181,0.536
2011-06-30 05:00:00,0.181,0.396,0.331,0.425,0.163,0.468
2011-06-30 06:00:00,0.184,0.288,0.29,0.342,0.152,0.348
2011-06-30 07:00:00,0.223,0.095,0.258,0.235,0.156,0.184
2011-06-30 08:00:00,0.282,0.0,0.262,0.074,0.207,0.0
2011-06-30 09:00:00,0.334,0.0,0.326,0.0,0.275,0.0
2011-06-30 10:00:00,0.351,0.0,0.427,0.0,0.348,0.0
2011-06-30 11:00:00,0.382,0.0,0.506,0.0,0.392,0.0
2011-06-30 12:00:00,0.402,0.0,0.57,0.0,0.419,0.0
2011-06-30 13:00:00,0.402,0.0,0.617,0.0,0.429,0.0
2011-06-30 14:00:00,0.4,0.0,0.65,0.0,0.423,0.0
2011-06-30 15:00:00,0.396,0.0,0.666,0.0,0.415,0.0
2011-06-30 16:00:00,0.403,0.0,0.68,0.0,0.397,0.0
2011-06-30 17:00:00,0.397,0.0,0.681,0.0,0.37,0.0
2011-06-30 18:00:00,0.401,0.0,0.672,0.0,0.341,0.0
2011-06-30 19:00:00,0.396,0.0,0.664,0.0,0.319,0.0
2011-06-30 20:00:00,0.394,0.0,0.659,0.0,0.312,0.0
2011-06-30 21:00:00,0.396,0.0,0.652,0.0,0.309,0.0
2011-06-30 22:00:00,0.411,0.002,0.64,0.0,0.268,0.029
2011-06-30 23:00:00,0.379,0.113,0.617,0.05,0.222,0.195
2011-07-01 00:00:00,0.324,0.298,0.551,0.186,0.142,0.376
2011-07-01 01:00:00,0.284,0.438,0.493,0.31,0.135,0.501
2011-07-01 02:00:00,0.278,0.526,0.517,0.407,0.132,0.554
2011-07-01 03:00:00,0.26,0.561,0.526,0.465,0.128,0.572
2011-07-01 04:00:00,0.25,0.535,0.512,0.482,0.118,0.536
2011-07-01 05:00:00,0.245,0.465,0.478,0.436,0.111,0.455
2011-07-01 06:00:00,0.269,0.338,0.43,0.35,0.114,0.344
2011-07-01 07:00:00,0.316,0.211,0.375,0.251,0.124,0.228
2011-07-01 08:00:00,0.393,0.0,0.341,0.081,0.174,0.0
2011-07-01 09:00:00,0.459,0.0,0.358,0.0,0.234,0.0
2011-07-01 10:00:00,0.492,0.0,0.393,0.0,0.277,0.0
2011-07-01 11:00:00,0.525,0.0,0.44,0.0,0.311,0.0
2011-07-01 12:00:00,0.544,0.0,0.486,0.0,0.335,0.0
2011-07-01 13:00:00,0.574,0.0,0.517,0.0,0.358,0.0
2011-07-01 14:00:00,0.579,0.0,0.532,0.0,0.375,0.0
2011-07-01 15:00:00,0.591,0.0,0.538,0.0,0.397,0.0
2011-07-01 16:00:00,0.604,0.0,0.534,0.0,0.406,0.0
2011-07-01 17:00:00,0.615,0.0,0.526,0.0,0.415,0.0
2011-07-01 18:00:00,0.627,0.0,0.512,0.0,0.417,0.0
2011-07-01 19:00:00,0.63,0.0,0.499,0.0,0.416,0.0
2011-07-01 20:00:00,0.64,0.0,0.483,0.0,0.42,0.0
2011-07-01 21:00:00,0.65,0.0,0.471,0.0,0.431,0.0
2011-07-01 22:00:00,0.673,0.003,0.462,0.0,0.441,0.03
2011-07-01 23:00:00,0.656,0.108,0.452,0.045,0.412,0.198
2011-07-02 00:00:00,0.57,0.281,0.406,0.164,0.297,0.382
2011-07-02 01:00:00,0.567,0.404,0.411,0.274,0.306,0.513
2011-07-02 02:00:00,0.59,0.474,0.451,0.349,0.339,0.581
2011-07-02 03:00:00,0.595,0.467,0.488,0.385,0.363,0.6
2011-07-02 04:00:00,0.598,0.415,0.512,0.343,0.347,0.566
2011-07-02 05:00:00,0.623,0.348,0.515,0.318,0.325,0.481
2011-07-02 06:00:00,0.648,0.244,0.494,0.252,0.29,0.365
2011-07-02 07:00:00,0.677,0.128,0.446,0.154,0.25,0.229
2011-07-02 08:00:00,0.716,0.0,0.399,0.055,0.268,0.0
2011-07-02 09:00:00,0.762,0.0,0.38,0.0,0.32,0.0
2011-07-02 10:00:00,0.809,0.0,0.436,0.0,0.442,0.0
2011-07-02 11:00:00,0.839,0.0,0.405,0.0,0.46,0.0
2011-07-02 12:00:00,0.844,0.0,0.375,0.0,0.465,0.0
2011-07-02 13:00:00,0.83,0.0,0.354,0.0,0.477,0.0
2011-07-02 14:00:00,0.806,0.0,0.341,0.0,0.477,0.0
2011-07-02 15:00:00,0.762,0.0,0.34,0.0,0.481,0.0
2011-07-02 16:00:00,0.715,0.0,0.343,0.0,0.474,0.0
2011-07-02 17:00:00,0.67,0.0,0.343,0.0,0.457,0.0
2011-07-02 18:00:00,0.635,0.0,0.343,0.0,0.44,0.0
2011-07-02 19:00:00,0.594,0.0,0.347,0.0,0.422,0.0
2011-07-02 20:00:00,0.552,0.0,0.354,0.0,0.41,0.0
2011-07-02 21:00:00,0.522,0.0,0.366,0.0,0.412,0.0
2011-07-02 22:00:00,0.529,0.003,0.39,0.0,0.424,0.03
2011-07-02 23:00:00,0.49,0.049,0.389,0.047,0.408,0.158
2011-07-03 00:00:00,0.455,0.123,0.37,0.189,0.335,0.29
2011-07-03 01:00:00,0.428,0.217,0.347,0.321,0.336,0.389
2011-07-03 02:00:00,0.403,0.253,0.404,0.401,0.361,0.422
2011-07-03 03:00:00,0.384,0.296,0.484,0.462,0.364,0.427
2011-07-03 04:00:00,0.377,0.274,0.54,0.474,0.369,0.386
2011-07-03 05:00:00,0.366,0.232,0.563,0.438,0.342,0.307
2011-07-03 06:00:00,0.359,0.182,0.564,0.367,0.3,0.215
2011-07-03 07:00:00,0.369,0.126,0.53,0.262,0.283,0.106
2011-07-03 08:00:00,0.387,0.0,0.49,0.105,0.286,0.0
2011-07-03 09:00:00,0.417,0.0,0.481,0.0,0.301,0.0
2011-07-03 10:00:00,0.406,0.0,0.522,0.0,0.324,0.0
2011-07-03 11:00:00,0.459,0.0,0.523,0.0,0.34,0.0
2011-07-03 12:00:00,0.503,0.0,0.521,0.0,0.349,0.0
2011-07-03 13:00:00,0.556,0.0,0.517,0.0,0.357,0.0
2011-07-03 14:00:00,0.597,0.0,0.514,0.0,0.371,0.0
2011-07-03 15:00:00,0.632,0.0,0.518,0.0,0.369,0.0
2011-07-03 16:00:00,0.678,0.0,0.518,0.0,0.378,0.0
2011-07-03 17:00:00,0.71,0.0,0.516,0.0,0.374,0.0
2011-07-03 18:00:00,0.74,0.0,0.519,0.0,0.369,0.0
2011-07-03 19:00:00,0.77,0.0,0.518,0.0,0.373,0.0
2011-07-03 20:00:00,0.786,0.0,0.521,0.0,0.373,0.0
2011-07-03 21:00:00,0.802,0.0,0.525,0.0,0.383,0.0
2011-07-03 22:00:00,0.778,0.003,0.543,0.0,0.359,0.026
2011-07-03 23:00:00,0.796,0.11,0.541,0.07,0.352,0.168
2011-07-04 00:00:00,0.766,0.266,0.486,0.25,0.297,0.338
2011-07-04 01:00:00,0.864,0.393,0.489,0.405,0.363,0.459
2011-07-04 02:00:00,0.88,0.441,0.561,0.509,0.497,0.529
2011-07-04 03:00:00,0.894,0.444,0.633,0.565,0.615,0.546
2011-07-04 04:00:00,0.911,0.403,0.685,0.572,0.694,0.534
2011-07-04 05:00:00,0.926,0.329,0.699,0.523,0.727,0.457
2011-07-04 06:00:00,0.946,0.244,0.679,0.431,0.728,0.346
2011-07-04 07:00:00,0.951,0.161,0.612,0.299,0.698,0.202
2011-07-04 08:00:00,0.947,0.0,0.523,0.11,0.688,0.0
2011-07-04 09:00:00,0.949,0.0,0.48,0.0,0.694,0.0
2011-07-04 10:00:00,0.965,0.0,0.455,0.0,0.705,0.0
2011-07-04 11:00:00,0.968,0.0,0.44,0.0,0.701,0.0
2011-07-04 12:00:00,0.97,0.0,0.422,0.0,0.704,0.0
2011-07-04 13:00:00,0.966,0.0,0.402,0.0,0.704,0.0
2011-07-04 14:00:00,0.959,0.0,0.383,0.0,0.706,0.0
2011-07-04 15:00:00,0.956,0.0,0.368,0.0,0.701,0.0
2011-07-04 16:00:00,0.953,0.0,0.355,0.0,0.7,0.0
2011-07-04 17:00:00,0.948,0.0,0.353,0.0,0.705,0.0
2011-07-04 18:00:00,0.943,0.0,0.352,0.0,0.712,0.0
2011-07-04 19:00:00,0.943,0.0,0.344,0.0,0.72,0.0
2011-07-04 20:00:00,0.947,0.0,0.339,0.0,0.708,0.0
2011-07-04 21:00:00,0.957,0.0,0.33,0.0,0.696,0.0
2011-07-04 22:00:00,0.968,0.002,0.317,0.0,0.64,0.035
2011-07-04 23:00:00,0.972,0.085,0.305,0.054,0.581,0.205
2011-07-05 00:00:00,0.934,0.201,0.263,0.217,0.63,0.382
2011-07-05 01:00:00,0.963,0.291,0.267,0.372,0.711,0.495
2011-07-05 02:00:00,0.978,0.333,0.298,0.463,0.743,0.536
2011-07-05 03:00:00,0.984,0.344,0.309,0.525,0.765,0.541
2011-07-05 04:00:00,0.972,0.311,0.31,0.514,0.773,0.505
2011-07-05 05:00:00,0.958,0.262,0.307,0.468,0.767,0.418
2011-07-05 06:00:00,0.956,0.198,0.291,0.371,0.72,0.305
2011-07-05 07:00:00,0.918,0.097,0.256,0.251,0.609,0.164
2011-07-05 08:00:00,0.866,0.0,0.224,0.084,0.527,0.0
2011-07-05 09:00:00,0.821,0.0,0.21,0.0,0.477,0.0
2011-07-05 10:00:00,0.84,0.0,0.229,0.0,0.476,0.0
2011-07-05 11:00:00,0.781,0.0,0.227,0.0,0.464,0.0
2011-07-05 12:00:00,0.74,0.0,0.231,0.0,0.466,0.0
2011-07-05 13:00:00,0.71,0.0,0.244,0.0,0.464,0.0
2011-07-05 14:00:00,0.708,0.0,0.251,0.0,0.474,0.0
2011-07-05 15:00:00,0.715,0.0,0.263,0.0,0.479,0.0
2011-07-05 16:00:00,0.725,0.0,0.272,0.0,0.478,0.0
2011-07-05 17:00:00,0.732,0.0,0.287,0.0,0.471,0.0
2011-07-05 18:00:00,0.745,0.0,0.302,0.0,0.464,0.0
2011-07-05 19:00:00,0.764,0.0,0.319,0.0,0.469,0.0
2011-07-05 20:00:00,0.777,0.0,0.34,0.0,0.454,0.0
2011-07-05 21:00:00,0.791,0.0,0.363,0.0,0.448,0.0
2011-07-05 22:00:00,0.823,0.0,0.439,0.0,0.451,0.03
2011-07-05 23:00:00,0.81,0.047,0.45,0.04,0.415,0.166
2011-07-06 00:00:00,0.801,0.134,0.426,0.149,0.404,0.313
2011-07-06 01:00:00,0.883,0.233,0.453,0.265,0.507,0.415
2011-07-06 02:00:00,0.901,0.284,0.518,0.345,0.618,0.453
2011-07-06 03:00:00,0.923,0.298,0.591,0.391,0.701,0.444
2011-07-06 04:00:00,0.917,0.309,0.642,0.376,0.732,0.408
2011-07-06 05:00:00,0.908,0.262,0.665,0.354,0.739,0.335
2011-07-06 06:00:00,0.9,0.171,0.667,0.269,0.707,0.252
2011-07-06 07:00:00,0.875,0.094,0.638,0.208,0.645,0.147
2011-07-06 08:00:00,0.829,0.0,0.57,0.075,0.624,0.0
2011-07-06 09:00:00,0.801,0.0,0.54,0.0,0.636,0.0
2011-07-06 10:00:00,0.877,0.0,0.588,0.0,0.664,0.0
2011-07-06 11:00:00,0.826,0.0,0.577,0.0,0.694,0.0
2011-07-06 12:00:00,0.786,0.0,0.556,0.0,0.712,0.0
2011-07-06 13:00:00,0.737,0.0,0.54,0.0,0.723,0.0
2011-07-06 14:00:00,0.681,0.0,0.507,0.0,0.726,0.0
2011-07-06 15:00:00,0.628,0.0,0.478,0.0,0.716,0.0
2011-07-06 16:00:00,0.579,0.0,0.456,0.0,0.696,0.0
2011-07-06 17:00:00,0.553,0.0,0.433,0.0,0.661,0.0
2011-07-06 18:00:00,0.556,0.0,0.421,0.0,0.631,0.0
2011-07-06 19:00:00,0.556,0.0,0.394,0.0,0.597,0.0
2011-07-06 20:00:00,0.556,0.0,0.365,0.0,0.549,0.0
2011-07-06 21:00:00,0.549,0.0,0.325,0.0,0.502,0.0
2011-07-06 22:00:00,0.545,0.002,0.286,0.0,0.447,0.031
2011-07-06 23:00:00,0.522,0.112,0.236,0.066,0.367,0.176
2011-07-07 00:00:00,0.519,0.275,0.167,0.23,0.377,0.334
2011-07-07 01:00:00,0.558,0.411,0.169,0.377,0.4,0.455
2011-07-07 02:00:00,0.597,0.438,0.16,0.466,0.411,0.509
2011-07-07 03:00:00,0.599,0.437,0.149,0.513,0.437,0.522
2011-07-07 04:00:00,0.555,0.337,0.141,0.501,0.443,0.448
2011-07-07 05:00:00,0.513,0.266,0.141,0.422,0.426,0.356
2011-07-07 06:00:00,0.458,0.175,0.15,0.341,0.379,0.27
2011-07-07 07:00:00,0.427,0.122,0.143,0.249,0.322,0.148
2011-07-07 08:00:00,0.427,0.0,0.141,0.089,0.291,0.0
2011-07-07 09:00:00,0.442,0.0,0.153,0.0,0.277,0.0
2011-07-07 10:00:00,0.446,0.0,0.131,0.0,0.232,0.0
2011-07-07 11:00:00,0.478,0.0,0.151,0.0,0.246,0.0
2011-07-07 12:00:00,0.493,0.0,0.152,0.0,0.249,0.0
2011-07-07 13:00:00,0.497,0.0,0.144,0.0,0.25,0.0
2011-07-07 14:00:00,0.507,0.0,0.132,0.0,0.236,0.0
2011-07-07 15:00:00,0.515,0.0,0.118,0.0,0.216,0.0
2011-07-07 16:00:00,0.511,0.0,0.106,0.0,0.192,0.0
2011-07-07 17:00:00,0.504,0.0,0.096,0.0,0.171,0.0
2011-07-07 18:00:00,0.503,0.0,0.09,0.0,0.147,0.0
2011-07-07 19:00:00,0.502,0.0,0.086,0.0,0.125,0.0
2011-07-07 20:00:00,0.506,0.0,0.085,0.0,0.105,0.0
2011-07-07 21:00:00,0.516,0.0,0.085,0.0,0.093,0.0
2011-07-07 22:00:00,0.518,0.003,0.081,0.0,0.082,0.04
2011-07-07 23:00:00,0.526,0.075,0.087,0.069,0.057,0.224
2011-07-08 00:00:00,0.505,0.173,0.073,0.232,0.041,0.402
2011-07-08 01:00:00,0.545,0.244,0.065,0.371,0.045,0.525
2011-07-08 02:00:00,0.605,0.302,0.08,0.47,0.076,0.593
2011-07-08 03:00:00,0.649,0.319,0.098,0.515,0.116,0.604
2011-07-08 04:00:00,0.666,0.298,0.109,0.505,0.15,0.529
2011-07-08 05:00:00,0.659,0.197,0.116,0.447,0.16,0.429
2011-07-08 06:00:00,0.623,0.131,0.116,0.367,0.167,0.309
2011-07-08 07:00:00,0.598,0.048,0.116,0.249,0.161,0.15
2011-07-08 08:00:00,0.593,0.0,0.117,0.095,0.158,0.0
2011-07-08 09:00:00,0.593,0.0,0.133,0.0,0.159,0.0
2011-07-08 10:00:00,0.586,0.0,0.135,0.0,0.152,0.0
2011-07-08 11:00:00,0.595,0.0,0.151,0.0,0.167,0.0
2011-07-08 12:00:00,0.602,0.0,0.153,0.0,0.18,0.0
2011-07-08 13:00:00,0.605,0.0,0.145,0.0,0.19,0.0
2011-07-08 14:00:00,0.605,0.0,0.129,0.0,0.194,0.0
2011-07-08 15:00:00,0.605,0.0,0.115,0.0,0.189,0.0
2011-07-08 16:00:00,0.609,0.0,0.107,0.0,0.185,0.0
2011-07-08 17:00:00,0.601,0.0,0.1,0.0,0.184,0.0
2011-07-08 18:00:00,0.59,0.0,0.097,0.0,0.19,0.0
2011-07-08 19:00:00,0.567,0.0,0.092,0.0,0.193,0.0
2011-07-08 20:00:00,0.562,0.0,0.083,0.0,0.199,0.0
2011-07-08 21:00:00,0.563,0.0,0.074,0.0,0.203,0.0
2011-07-08 22:00:00,0.585,0.002,0.065,0.0,0.21,0.031
2011-07-08 23:00:00,0.572,0.09,0.062,0.064,0.175,0.154
2011-07-09 00:00:00,0.568,0.242,0.051,0.218,0.166,0.29
2011-07-09 01:00:00,0.623,0.355,0.051,0.343,0.188,0.397
2011-07-09 02:00:00,0.68,0.416,0.062,0.444,0.222,0.468
2011-07-09 03:00:00,0.716,0.419,0.08,0.488,0.239,0.475
2011-07-09 04:00:00,0.713,0.387,0.094,0.472,0.248,0.42
2011-07-09 05:00:00,0.681,0.334,0.103,0.414,0.247,0.337
2011-07-09 06:00:00,0.643,0.274,0.111,0.322,0.225,0.241
2011-07-09 07:00:00,0.623,0.147,0.113,0.228,0.198,0.114
2011-07-09 08:00:00,0.63,0.0,0.115,0.092,0.179,0.0
2011-07-09 09:00:00,0.65,0.0,0.12,0.0,0.175,0.0
2011-07-09 10:00:00,0.708,0.0,0.127,0.0,0.17,0.0
2011-07-09 11:00:00,0.706,0.0,0.134,0.0,0.173,0.0
2011-07-09 12:00:00,0.713,0.0,0.135,0.0,0.178,0.0
2011-07-09 13:00:00,0.731,0.0,0.136,0.0,0.188,0.0
2011-07-09 14:00:00,0.744,0.0,0.135,0.0,0.194,0.0
2011-07-09 15:00:00,0.762,0.0,0.133,0.0,0.201,0.0
2011-07-09 16:00:00,0.788,0.0,0.135,0.0,0.211,0.0
2011-07-09 17:00:00,0.806,0.0,0.137,0.0,0.22,0.0
2011-07-09 18:00:00,0.837,0.0,0.147,0.0,0.241,0.0
2011-07-09 19:00:00,0.85,0.0,0.156,0.0,0.261,0.0
2011-07-09 20:00:00,0.869,0.0,0.166,0.0,0.281,0.0
2011-07-09 21:00:00,0.883,0.0,0.172,0.0,0.304,0.0
2011-07-09 22:00:00,0.899,0.002,0.172,0.0,0.299,0.026
2011-07-09 23:00:00,0.887,0.07,0.178,0.06,0.294,0.139
2011-07-10 00:00:00,0.86,0.161,0.162,0.199,0.335,0.258
2011-07-10 01:00:00,0.892,0.215,0.171,0.334,0.431,0.363
2011-07-10 02:00:00,0.954,0.221,0.219,0.414,0.503,0.388
2011-07-10 03:00:00,0.977,0.228,0.265,0.449,0.541,0.385
2011-07-10 04:00:00,0.956,0.15,0.294,0.428,0.57,0.36
2011-07-10 05:00:00,0.939,0.119,0.31,0.379,0.599,0.305
2011-07-10 06:00:00,0.937,0.068,0.321,0.291,0.61,0.215
2011-07-10 07:00:00,0.917,0.045,0.307,0.22,0.58,0.14
2011-07-10 08:00:00,0.876,0.0,0.281,0.072,0.561,0.0
2011-07-10 09:00:00,0.816,0.0,0.261,0.0,0.555,0.0
2011-07-10 10:00:00,0.836,0.0,0.246,0.0,0.562,0.0
2011-07-10 11:00:00,0.776,0.0,0.244,0.0,0.545,0.0
2011-07-10 12:00:00,0.736,0.0,0.237,0.0,0.521,0.0
2011-07-10 13:00:00,0.725,0.0,0.227,0.0,0.497,0.0
2011-07-10 14:00:00,0.694,0.0,0.21,0.0,0.471,0.0
2011-07-10 15:00:00,0.681,0.0,0.188,0.0,0.456,0.0
2011-07-10 16:00:00,0.672,0.0,0.175,0.0,0.451,0.0
2011-07-10 17:00:00,0.667,0.0,0.161,0.0,0.439,0.0
2011-07-10 18:00:00,0.664,0.0,0.158,0.0,0.426,0.0
2011-07-10 19:00:00,0.645,0.0,0.151,0.0,0.394,0.0
2011-07-10 20:00:00,0.624,0.0,0.144,0.0,0.357,0.0
2011-07-10 21:00:00,0.595,0.0,0.133,0.0,0.32,0.0
2011-07-10 22:00:00,0.57,0.002,0.1,0.0,0.259,0.027
2011-07-10 23:00:00,0.54,0.085,0.088,0.052,0.215,0.153
2011-07-11 00:00:00,0.486,0.205,0.057,0.187,0.207,0.3
2011-07-11 01:00:00,0.541,0.32,0.05,0.319,0.212,0.414
2011-07-11 02:00:00,0.603,0.409,0.058,0.402,0.193,0.476
2011-07-11 03:00:00,0.585,0.364,0.053,0.431,0.173,0.499
2011-07-11 04:00:00,0.569,0.288,0.046,0.397,0.168,0.479
2011-07-11 05:00:00,0.547,0.229,0.047,0.339,0.167,0.429
2011-07-11 06:00:00,0.532,0.174,0.055,0.272,0.169,0.331
2011-07-11 07:00:00,0.526,0.078,0.065,0.167,0.167,0.178
2011-07-11 08:00:00,0.533,0.0,0.079,0.042,0.185,0.0
2011-07-11 09:00:00,0.551,0.0,0.108,0.0,0.202,0.0
2011-07-11 10:00:00,0.592,0.0,0.108,0.0,0.209,0.0
2011-07-11 11:00:00,0.59,0.0,0.141,0.0,0.217,0.0
2011-07-11 12:00:00,0.582,0.0,0.159,0.0,0.214,0.0
2011-07-11 13:00:00,0.574,0.0,0.167,0.0,0.205,0.0
2011-07-11 14:00:00,0.577,0.0,0.166,0.0,0.199,0.0
2011-07-11 15:00:00,0.579,0.0,0.157,0.0,0.189,0.0
2011-07-11 16:00:00,0.569,0.0,0.154,0.0,0.177,0.0
2011-07-11 17:00:00,0.543,0.0,0.151,0.0,0.167,0.0
2011-07-11 18:00:00,0.53,0.0,0.146,0.0,0.154,0.0
2011-07-11 19:00:00,0.527,0.0,0.146,0.0,0.135,0.0
