name,bus0,bus1,type,s_nom,length,num_parallel,wkt_srid_4326,voltage,from_relation,r_ohmkm,ref,cables,x_ohmkm,wires,osm_name,operator,c_nfkm,frequency,length_m,i_th_max_a
417,199,248_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,2.349,1.0,"SRID=4326;LINESTRING(7.44506930371379 51.6185000869374,7.46150025901999 51.6146143079042)",220000.0,3028644.0,0.08,,3.0,0.32,2.0,Lünen 7,RWE,11.5,50.0,2349.0,1.3
418,5_220kV,295,Al/St 240/40 2-bundle 220.0,247.683265482,10.721,0.5,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,10.5054991208047 52.3018379056382)",220000.0,3098194.0,0.16,2,3.0,0.64,1.0,Leitung 2025,TenneT,5.75,50.0,10721.0,0.65
419,1,2_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,43.375,1.0,"SRID=4326;LINESTRING(9.52257596986262 52.3604090557601,9.11321007472722 52.5438533223737)",220000.0,3109536.0,0.08,2016,3.0,0.32,2.0,Leitung 2016,TenneT,11.5,50.0,43375.0,1.3
420,4,296,Al/St 240/40 4-bundle 380.0,1711.26619788,1.387,1.0,"SRID=4326;LINESTRING(9.12526570294975 52.5382640870749,9.11362795987411 52.5457924749284)",380000.0,3109537.0,0.025,,3.0,0.25,4.0,,TenneT,13.7,50.0,1387.0,2.6
421,4,296,Al/St 240/40 4-bundle 380.0,1711.26619788,1.117,1.0,"SRID=4326;LINESTRING(9.12526570294975 52.5382640870749,9.11362795987411 52.5457924749284)",380000.0,3109538.0,0.025,,3.0,0.25,4.0,Leitung 3004,TenneT,13.7,50.0,1117.0,2.6
422,2_220kV,201_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,76.503,1.0,"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.25103425143703 53.1144323051271)",220000.0,3109602.0,0.08,2,3.0,0.32,2.0,Leitung 2010/2023,TenneT,11.5,50.0,76503.0,1.3
423,3,4,Al/St 240/40 4-bundle 380.0,1711.26619788,72.681,1.0,"SRID=4326;LINESTRING(9.38974509624863 52.0263130660355,9.12526570294975 52.5382640870749)",380000.0,3109630.0,0.025,,3.0,0.25,4.0,Leitung 3011,TenneT,13.7,50.0,72681.0,2.6
424,5_220kV,297,Al/St 240/40 2-bundle 220.0,495.366530965,16.053,1.0,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,10.3692300485918 52.1670924338554)",220000.0,3113413.0,0.08,3,3.0,0.32,2.0,Leitung 2028/2029,TenneT,11.5,50.0,16053.0,1.3
425,5_220kV,298,Al/St 240/40 2-bundle 220.0,495.366530965,6.656,1.0,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,10.4195406346214 52.2369606619834)",220000.0,3113414.0,0.08,2,3.0,0.32,2.0,Leitung 2028,TenneT,11.5,50.0,6656.0,1.3
426,297,299,Al/St 240/40 2-bundle 220.0,495.366530965,30.7,1.0,"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.0876467999739 52.3151305547947)",220000.0,3113438.0,0.08,1,3.0,0.32,2.0,Leitung 2027,TenneT,11.5,50.0,30700.0,1.3
427,61_220kV,161,Al/St 240/40 2-bundle 220.0,495.366530965,35.15,1.0,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.05283751634017 53.3338809598955)",220000.0,3114809.0,0.08,201,3.0,0.32,2.0,201 grün,TenneT,11.5,50.0,35150.0,1.3
428,5_220kV,6,Al/St 240/40 2-bundle 220.0,495.366530965,33.882,1.0,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,9.91814864613865 52.3799963125719)",220000.0,3115297.0,0.08,1,3.0,0.32,2.0,Leitung 2024,TenneT,11.5,50.0,33882.0,1.3
429,117,123,Al/St 240/40 4-bundle 380.0,1711.26619788,33.941,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.70220337779745 51.0088609096753)",380000.0,3228400.0,0.025,,3.0,0.25,4.0,Ville Ost,Amprion,13.7,50.0,33941.0,2.6
430,133,117,Al/St 240/40 4-bundle 380.0,855.633098939,12.907,0.5,"SRID=4326;LINESTRING(6.8426506615144 50.8635385008881,6.97257742700703 50.795693017514)",380000.0,3228401.0,0.05,,3.0,0.5,2.0,Walberberg West,Amprion,6.85,50.0,12907.0,1.3
431,71,74,Al/St 240/40 4-bundle 380.0,1283.44964841,169.144,0.75,"SRID=4326;LINESTRING(12.2621734868101 51.7410202755519,13.9024346886892 51.8747235190459)",380000.0,3302864.0,0.033333,502,3.0,0.333333,3.0,502,50Hertz,10.275,50.0,169144.0,1.95
432,74,280,Al/St 240/40 4-bundle 380.0,1711.26619788,89.08,1.0,"SRID=4326;LINESTRING(13.9024346886892 51.8747235190459,13.3823233828996 51.3559961579888)",380000.0,3306342.0,,561,3.0,,4.0,561 Ragow-Streumen,50Hertz,,50.0,89080.0,
433,74,280,Al/St 240/40 4-bundle 380.0,1711.26619788,89.092,1.0,"SRID=4326;LINESTRING(13.9024346886892 51.8747235190459,13.3823233828996 51.3559961579888)",380000.0,3306343.0,,562,3.0,,4.0,562 Ragow-Streumen,50Hertz,,50.0,89092.0,
434,94_220kV,265,Al/St 240/40 2-bundle 220.0,495.366530965,21.136,1.0,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,8.10495957410199 52.2642613740358)",220000.0,3345100.0,0.08,,3.0,0.32,2.0,Bohmte Ost,Amprion,11.5,50.0,21136.0,1.3
435,300,94_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,32.823,1.0,"SRID=4326;LINESTRING(8.40314143640892 52.609644011383,8.30775689679575 52.3456356447783)",220000.0,3345101.0,0.08,,3.0,0.32,2.0,Diepholz Ost,Amprion,11.5,50.0,32823.0,1.3
436,16,5,Al/St 240/40 4-bundle 380.0,855.633098939,36.248,0.5,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.3662749375017 52.2846467462009)",380000.0,3528700.0,,1,3.0,,2.0,Leitung 3023,TenneT,,50.0,36248.0,
437,5,301,Al/St 240/40 4-bundle 380.0,1711.26619788,9.376,1.0,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,10.2358631058452 52.2934595399896)",380000.0,3533527.0,0.025,3026,3.0,0.25,4.0,Leitung 3026,TenneT,13.7,50.0,9376.0,2.6
438,32,294,Al/St 240/40 4-bundle 380.0,1711.26619788,55.908,1.0,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.9910146333086 50.573526990181)",380000.0,3533700.0,,,6.0,,2.0,380 kV Leitung Thüringer Wald,,,50.0,55908.0,
439,5,29,Al/St 240/40 4-bundle 380.0,1711.26619788,85.872,1.0,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,10.3821666628198 52.9932540372914)",380000.0,3534540.0,0.025,1,3.0,0.25,4.0,Leitung 3007,TenneT,13.7,50.0,85872.0,2.6
440,5,29,Al/St 240/40 4-bundle 380.0,1711.26619788,85.877,1.0,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,10.3821666628198 52.9932540372914)",380000.0,3534541.0,0.025,2,3.0,0.25,4.0,Leitung 3007,TenneT,13.7,50.0,85877.0,2.6
441,9,29,Al/St 240/40 4-bundle 380.0,1711.26619788,25.563,1.0,"SRID=4326;LINESTRING(10.3787705903765 53.2197927685849,10.3821666628198 52.9932540372914)",380000.0,3534542.0,0.025,,3.0,0.25,4.0,Leitung 3021,TenneT,13.7,50.0,25563.0,2.6
442,37_220kV,292_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,45.8,2.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.6441811001256 51.908512873438)",220000.0,3584453.0,0.04,344,6.0,0.16,2.0,,50Hertz,23.0,50.0,45800.0,2.6
443,302,303,Al/St 240/40 4-bundle 380.0,3422.53239576,56.513,2.0,"SRID=4326;LINESTRING(9.5142400914841 51.2590355805955,9.38765125748855 51.640733525594)",380000.0,3687783.0,0.0125,,6.0,0.125,4.0,,,27.4,50.0,56513.0,5.2
444,51,302,Al/St 240/40 4-bundle 380.0,3422.53239576,29.729,2.0,"SRID=4326;LINESTRING(9.25938382024592 51.0603668474477,9.5142400914841 51.2590355805955)",380000.0,3687803.0,0.0125,,6.0,0.125,4.0,,,27.4,,29729.0,5.2
445,246,304,Al/St 240/40 4-bundle 380.0,3422.53239576,89.118,2.0,"SRID=4326;LINESTRING(8.95870856177306 50.0826078105489,9.77415043834156 50.5287496465011)",380000.0,3688562.0,0.0125,,6.0,0.125,4.0,Dipperz - Großkrotzenburg,,27.4,,89118.0,5.2
446,31,304,Al/St 240/40 4-bundle 380.0,3422.53239576,50.472,2.0,"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,9.77415043834156 50.5287496465011)",380000.0,3688563.0,0.0125,3010,6.0,0.125,4.0,,TenneT,27.4,50.0,50472.0,5.2
447,51,284,Al/St 240/40 4-bundle 380.0,3422.53239576,72.644,2.0,"SRID=4326;LINESTRING(9.25938382024592 51.0603668474477,8.65659923594081 50.6055491256016)",380000.0,3688564.0,0.0125,3002,6.0,0.125,4.0,,TenneT,27.4,50.0,72644.0,5.2
448,305,306,Al/St 240/40 4-bundle 380.0,855.633098939,0.254,0.5,"SRID=4326;LINESTRING(9.17745967557079 49.037809850476,9.17731110343941 49.039378200434)",380000.0,3693985.0,,,3.0,,2.0,Einspeisung Umrichter Neckarwestheim,,,,254.0,
449,307,306,Al/St 240/40 4-bundle 380.0,1283.44964841,16.813,0.75,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.17731110343941 49.039378200434)",380000.0,3693986.0,0.033333,,3.0,0.333333,3.0,,,10.275,50.0,16813.0,1.95
450,307,261,Al/St 240/40 4-bundle 380.0,1711.26619788,29.602,1.0,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.0454349679866 48.9029620137561)",380000.0,3693987.0,,,6.0,,2.0,,,,50.0,29602.0,
451,308,309,Al/St 240/40 4-bundle 380.0,855.633098939,93.088,0.5,"SRID=4326;LINESTRING(10.1878339995516 49.981219040845,9.44691867105201 49.5902629324336)",380000.0,3694014.0,,,3.0,,2.0,Grafenrheinfeld - Höpfingen,,,,93088.0,
452,307,310,Al/St 240/40 4-bundle 380.0,855.633098939,7.01,0.5,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.20736443093694 49.1766379540065)",380000.0,3694015.0,,,3.0,,2.0,,,,50.0,7010.0,
453,307,311,Al/St 240/40 4-bundle 380.0,1283.44964841,47.716,0.75,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.69465635518013 49.2325925411591)",380000.0,3694016.0,0.033333,,3.0,0.333333,3.0,Kupferzell - Großgartach,,10.275,50.0,47716.0,1.95
454,312,311,Al/St 240/40 4-bundle 380.0,1711.26619788,55.253,1.0,"SRID=4326;LINESTRING(10.1174866946797 48.8971053361382,9.69465635518013 49.2325925411591)",380000.0,3694017.0,0.025,,3.0,0.25,4.0,,,13.7,50.0,55253.0,2.6
455,308,311,Al/St 240/40 4-bundle 380.0,855.633098939,102.044,0.5,"SRID=4326;LINESTRING(10.1878339995516 49.981219040845,9.69465635518013 49.2325925411591)",380000.0,3694018.0,,348,3.0,,2.0,,,,,102044.0,
456,307,261,Al/St 240/40 4-bundle 380.0,1711.26619788,29.602,1.0,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.0454349679866 48.9029620137561)",380000.0,3697399.0,,,6.0,,2.0,Großgartach-Pulverdingen,,,,29602.0,
457,313,282,Al/St 240/40 4-bundle 380.0,1711.26619788,19.833,1.0,"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,12.5182220968156 51.1570725850832)",380000.0,3707291.0,,587;588,6.0,,2.0,587;588 Pulgar - Eula,50Hertz,,,19833.0,
458,282,280,Al/St 240/40 4-bundle 380.0,2566.89929682,84.472,1.5,"SRID=4326;LINESTRING(12.5182220968156 51.1570725850832,13.3823233828996 51.3559961579888)",380000.0,3707292.0,0.016667,585;586,6.0,0.166667,3.0,585;586 Eula - Streumen,50Hertz,20.55,,84472.0,3.9
459,313,32,Al/St 240/40 4-bundle 380.0,1283.44964841,104.459,0.75,"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,11.1228545605428 50.9989090670144)",380000.0,3707293.0,0.033333,589,3.0,0.333333,3.0,Pulgar - Vieselbach,50Hertz Transmission,10.275,,104459.0,1.95
460,13,314,Al/St 240/40 4-bundle 380.0,3422.53239576,50.049,2.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,10.8675658805484 48.5394690937344)",380000.0,3710278.0,0.0125,419;420,6.0,0.125,4.0,,,27.4,,50049.0,5.2
461,315,316,Al/St 240/40 4-bundle 380.0,1711.26619788,35.191,1.0,"SRID=4326;LINESTRING(10.8408695619217 48.2380310092335,10.9367289314287 48.4013064414835)",380000.0,3710279.0,0.025,A12,3.0,0.25,4.0,,,13.7,,35191.0,2.6
462,314,315,Al/St 240/40 4-bundle 380.0,1711.26619788,51.635,1.0,"SRID=4326;LINESTRING(10.8675658805484 48.5394690937344,10.8408695619217 48.2380310092335)",380000.0,3710281.0,0.025,L11,3.0,0.25,4.0,,,13.7,,51635.0,2.6
463,247_220kV,317_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,81.783,2.0,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.8739357569814 47.2444239286028)",220000.0,3710282.0,0.04,,3.0,0.16,4.0,Leupolz - Westtirol (220 kV),,23.0,,81783.0,2.6
464,247,317,Al/St 240/40 4-bundle 380.0,1711.26619788,81.803,1.0,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.8739357569814 47.2444239286028)",380000.0,3710283.0,0.025,,3.0,0.25,4.0,Leupolz - Westtirol (380 kV),,13.7,,81803.0,2.6
465,314,318,Al/St 240/40 4-bundle 380.0,3422.53239576,1.017,2.0,"SRID=4326;LINESTRING(10.8675658805484 48.5394690937344,10.8637616199498 48.5468231051405)",380000.0,3710284.0,0.0125,M12/1;M12/2,6.0,0.125,4.0,,,27.4,,1017.0,5.2
466,314,316,Al/St 240/40 4-bundle 380.0,1711.26619788,30.843,1.0,"SRID=4326;LINESTRING(10.8675658805484 48.5394690937344,10.9367289314287 48.4013064414835)",380000.0,3710286.0,0.025,,3.0,0.25,4.0,,,13.7,,30843.0,2.6
467,264_220kV,236_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,123.643,1.0,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.19675652645089 48.9129634380259)",220000.0,3712136.0,0.08,,3.0,0.32,2.0,,,11.5,,123643.0,1.3
468,264,216,Al/St 240/40 4-bundle 380.0,855.633098939,123.15,0.5,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.1907874369222 48.914416873799)",380000.0,3712137.0,0.05,,3.0,0.5,2.0,,,6.85,,123150.0,1.3
469,319,233,Al/St 240/40 4-bundle 380.0,1283.44964841,24.464,0.75,"SRID=4326;LINESTRING(9.70423149899321 48.465063732143,9.88551509756969 48.3040743584705)",380000.0,3712217.0,,,3.0,,3.0,Dellmensingen - Laichingen,,,,24464.0,
470,320,319,Al/St 240/40 4-bundle 380.0,1283.44964841,36.006,0.75,"SRID=4326;LINESTRING(9.40063139462492 48.6669424396984,9.70423149899321 48.465063732143)",380000.0,3717715.0,0.033333,,3.0,0.333333,3.0,Laichingen - Wendlingen,,10.275,,36006.0,1.95
471,231,52,Al/St 240/40 4-bundle 380.0,1711.26619788,203.683,1.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,8.3133401659254 49.0090434643525)",380000.0,3717717.0,0.025,,3.0,0.25,4.0,Daxlanden - Kühmoos,,13.7,,203683.0,2.6
472,321,322_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,18.421,2.0,"SRID=4326;LINESTRING(7.5724373132812 48.0188749889275,7.75186249820802 48.0964057188536)",220000.0,3717719.0,0.04,,3.0,0.16,4.0,Eichstetten (DE) - Vogelgrün (FR),,23.0,,18421.0,2.6
473,279_220kV,323,Al/St 240/40 2-bundle 220.0,495.366530965,30.268,1.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.4772465232803 50.7531200813148)",220000.0,3730414.0,,212,3.0,,2.0,Röhrsdorf - Crossen,50Hertz,,50.0,30268.0,
474,279,65,Al/St 240/40 4-bundle 380.0,1283.44964841,81.695,0.75,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3264049984725 50.3463721850552)",380000.0,3730415.0,0.033333,445,3.0,0.333333,3.0,,,10.275,50.0,81695.0,1.95
475,324,290,Al/St 240/40 4-bundle 380.0,1283.44964841,56.706,0.75,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,14.2192282929357 51.120707992198)",380000.0,3730416.0,0.033333,553,3.0,0.333333,3.0,553 Schmölln - Hagenwerder,50Hertz,10.275,,56706.0,1.95
476,324,325,Al/St 240/40 4-bundle 380.0,1283.44964841,15.195,0.75,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,15.1149907448572 51.0905795559394)",380000.0,3730417.0,0.033333,567,3.0,0.333333,3.0,,,10.275,,15195.0,1.95
477,324,325,Al/St 240/40 4-bundle 380.0,1283.44964841,16.031,0.75,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,15.1149907448572 51.0905795559394)",380000.0,3730418.0,0.033333,568,3.0,0.333333,3.0,,,10.275,,16031.0,1.95
478,279,326,Al/St 240/40 4-bundle 380.0,1283.44964841,85.425,0.75,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.8412680841242 50.9901759359427)",380000.0,3730420.0,0.033333,591,3.0,0.333333,3.0,,50Hertz,10.275,,85425.0,1.95
479,326,327,Al/St 240/40 4-bundle 380.0,1283.44964841,47.804,0.75,"SRID=4326;LINESTRING(13.8412680841242 50.9901759359427,13.255555023675 50.9301782416399)",380000.0,3730421.0,0.033333,592,3.0,0.333333,3.0,,50Hertz,10.275,,47804.0,1.95
480,279,327,Al/St 240/40 4-bundle 380.0,1283.44964841,37.54,0.75,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.255555023675 50.9301782416399)",380000.0,3730422.0,0.033333,594,3.0,0.333333,3.0,,50Hertz,10.275,,37540.0,1.95
481,328,329,Al/St 240/40 2-bundle 220.0,495.366530965,11.577,1.0,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.0027821071279 48.261968265807)",220000.0,3732376.0,,230,3.0,,2.0,Simbach (DE) - St. Peter (AT),,,,11577.0,
482,330,328,Al/St 240/40 2-bundle 220.0,247.683265482,77.901,0.5,"SRID=4326;LINESTRING(12.2208353620671 48.5857329876532,13.0818771201792 48.2565212405017)",220000.0,3732377.0,0.16,233,3.0,0.64,1.0,Altheim (DE) - St. Peter (AT),,5.75,,77901.0,0.65
483,330,329,Al/St 240/40 2-bundle 220.0,247.683265482,74.318,0.5,"SRID=4326;LINESTRING(12.2208353620671 48.5857329876532,13.0027821071279 48.261968265807)",220000.0,3732378.0,0.16,234,3.0,0.64,1.0,,,5.75,,74318.0,0.65
484,328,331,Al/St 240/40 2-bundle 220.0,495.366530965,42.444,1.0,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,12.7474442277007 48.1487558434787)",220000.0,3732379.0,,256,3.0,,2.0,St. Peter (AT) - Pirach (DE),,,,42444.0,
485,332_220kV,331,Al/St 240/40 2-bundle 220.0,495.366530965,86.211,1.0,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,12.7474442277007 48.1487558434787)",220000.0,3732380.0,,257,3.0,,2.0,,,,,86211.0,
486,332_220kV,328,Al/St 240/40 2-bundle 220.0,495.366530965,48.682,1.0,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,13.0818771201792 48.2565212405017)",220000.0,3732381.0,,258,3.0,,2.0,Pleinting (DE) - St. Peter (AT),,,,48682.0,
488,334,78,Al/St 240/40 4-bundle 380.0,1283.44964841,56.075,0.75,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.6463786274424 50.534876971042)",380000.0,3732383.0,0.033333,413,3.0,0.333333,3.0,,,10.275,,56075.0,1.95
489,335,308,Al/St 240/40 4-bundle 380.0,1711.26619788,49.559,1.0,"SRID=4326;LINESTRING(10.8360157547717 49.9280673897058,10.1878339995516 49.981219040845)",380000.0,3732385.0,0.025,423,3.0,0.25,4.0,,,13.7,,49559.0,2.6
490,334,335,Al/St 240/40 4-bundle 380.0,1711.26619788,43.347,1.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,10.8360157547717 49.9280673897058)",380000.0,3732387.0,0.025,435,3.0,0.25,4.0,,,13.7,,43347.0,2.6
491,334,336,Al/St 240/40 4-bundle 380.0,855.633098939,49.456,0.5,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.8107025453557 50.1837655260691)",380000.0,3732388.0,0.05,437,3.0,0.5,2.0,,,6.85,,49456.0,1.3
492,66,336,Al/St 240/40 4-bundle 380.0,855.633098939,88.445,0.5,"SRID=4326;LINESTRING(12.1147644054101 49.6311550521523,11.8107025453557 50.1837655260691)",380000.0,3732389.0,0.05,437,3.0,0.5,2.0,,,6.85,,88445.0,1.3
493,332,337,Al/St 240/40 4-bundle 380.0,3422.53239576,63.598,2.0,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,12.2968837896062 48.6069099225677)",380000.0,3732390.0,0.0125,451;452,6.0,0.125,4.0,,,27.4,,63598.0,5.2
494,338,66,Al/St 240/40 4-bundle 380.0,855.633098939,43.477,0.5,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,12.1147644054101 49.6311550521523)",380000.0,3732391.0,0.05,457,3.0,0.5,2.0,,,6.85,,43477.0,1.3
495,332,338,Al/St 240/40 4-bundle 380.0,855.633098939,112.737,0.5,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,12.0822544456506 49.2974477669261)",380000.0,3732392.0,0.05,465,3.0,0.5,2.0,,,6.85,,112737.0,1.3
496,68,70,Al/St 240/40 4-bundle 380.0,855.633098939,47.115,0.5,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.38855636787547 49.9823050841271)",380000.0,3736194.0,,,3.0,,2.0,Trebur Nord,,,,47115.0,
497,68_220kV,339,Al/St 240/40 2-bundle 220.0,495.366530965,52.848,1.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.95368121281126 49.5674431691125)",220000.0,3736195.0,,,3.0,,2.0,Urberach - Beerfelden,,,,52848.0,
498,324,290,Al/St 240/40 4-bundle 380.0,1283.44964841,56.706,0.75,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,14.2192282929357 51.120707992198)",380000.0,3738981.0,0.033333,554,3.0,0.333333,3.0,554 Schmöln - Hagenwerder,50Hertz,10.275,,56706.0,1.95
499,326,290,Al/St 240/40 4-bundle 380.0,855.633098939,36.468,0.5,"SRID=4326;LINESTRING(13.8412680841242 50.9901759359427,14.2192282929357 51.120707992198)",380000.0,3738982.0,,555;556,3.0,,2.0,,50Hertz,,50.0,36468.0,
500,340,282_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,27.915,2.0,"SRID=4326;LINESTRING(12.4696440085589 51.3716629493371,12.5182220968156 51.1570725850832)",220000.0,3739951.0,0.04,205;206,6.0,0.16,2.0,,50Hertz,23.0,,27915.0,2.6
501,341,282_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,26.927,0.5,"SRID=4326;LINESTRING(12.2488239057592 51.1978824277899,12.5182220968156 51.1570725850832)",220000.0,3739952.0,0.16,233,3.0,0.64,1.0,,50Hertz,5.75,,26927.0,0.65
502,341,342,Al/St 240/40 2-bundle 220.0,495.366530965,131.762,1.0,"SRID=4326;LINESTRING(12.2488239057592 51.1978824277899,10.7346694298176 51.4401867580454)",220000.0,3739953.0,,357,3.0,,2.0,,50Hertz,,,131762.0,
503,282_220kV,342,Al/St 240/40 2-bundle 220.0,247.683265482,158.686,0.5,"SRID=4326;LINESTRING(12.5182220968156 51.1570725850832,10.7346694298176 51.4401867580454)",220000.0,3739954.0,0.16,358,3.0,0.64,1.0,,50Hertz,5.75,,158686.0,0.65
504,343,294,Al/St 240/40 4-bundle 380.0,2566.89929682,8.083,1.5,"SRID=4326;LINESTRING(11.0049169149012 50.5074149690608,10.9910146333086 50.573526990181)",380000.0,3739955.0,0.016667,"461,462",6.0,0.166667,3.0,Altenfeld - Goldisthal,,20.55,,8083.0,3.9
505,340,282_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,27.915,1.0,"SRID=4326;LINESTRING(12.4696440085589 51.3716629493371,12.5182220968156 51.1570725850832)",220000.0,3742236.0,,205;206,3.0,,2.0,205;206 Taucha - Eula,50Hertz,,,27915.0,
506,279_220kV,344,Al/St 240/40 2-bundle 220.0,495.366530965,18.307,1.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.0025898987886 50.8659127196838)",220000.0,3742237.0,0.08,226,3.0,0.32,2.0,,50Hertz,11.5,,18307.0,1.3
507,281_220kV,345,Al/St 240/40 2-bundle 220.0,990.733061929,32.217,2.0,"SRID=4326;LINESTRING(12.0449825161601 50.7812567340735,12.2428369226029 50.5674531670625)",220000.0,3742238.0,,231;232,6.0,,2.0,,50Hertz,,,32217.0,
508,32_220kV,342,Al/St 240/40 2-bundle 220.0,495.366530965,65.759,1.0,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.7346694298176 51.4401867580454)",220000.0,3742239.0,0.08,367,3.0,0.32,2.0,367 Wolkramshausen - Vieselbach,50Hertz,11.5,,65759.0,1.3
509,32_220kV,342,Al/St 240/40 2-bundle 220.0,495.366530965,65.756,1.0,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.7346694298176 51.4401867580454)",220000.0,3742240.0,0.08,368,3.0,0.32,2.0,368 Wolkramshausen - Vieselbach,,11.5,,65756.0,1.3
510,72,32,Al/St 240/40 4-bundle 380.0,1711.26619788,78.038,1.0,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.1228545605428 50.9989090670144)",380000.0,3742241.0,0.025,471,3.0,0.25,4.0,471 Lauchstädt - Vieselbach,50Hertz,13.7,,78038.0,2.6
511,72,32,Al/St 240/40 4-bundle 380.0,1711.26619788,78.034,1.0,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.1228545605428 50.9989090670144)",380000.0,3742242.0,0.025,472,3.0,0.25,4.0,472 Lauchstädt - Vieselbach,50Hertz,13.7,,78034.0,2.6
512,346,347,Al/St 240/40 4-bundle 380.0,2566.89929682,4.993,1.5,"SRID=4326;LINESTRING(13.249028367237 52.5316238928337,13.3155158513838 52.5219993683183)",380000.0,3749523.0,0.016667,903;904,6.0,0.166667,3.0,,,20.55,,4993.0,3.9
513,348,47,Al/St 240/40 4-bundle 380.0,1711.26619788,6.55,1.0,"SRID=4326;LINESTRING(13.3686584616208 52.5031422115792,13.4564306927748 52.5214517451981)",380000.0,3749524.0,,919;920,6.0,,2.0,,,,,6550.0,
514,46,47,Al/St 240/40 4-bundle 380.0,1711.26619788,5.184,1.0,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.4564306927748 52.5214517451981)",380000.0,3749525.0,,921;922,6.0,,2.0,,,,,5184.0,
515,348,347,Al/St 240/40 4-bundle 380.0,1711.26619788,4.169,1.0,"SRID=4326;LINESTRING(13.3686584616208 52.5031422115792,13.3155158513838 52.5219993683183)",380000.0,3749526.0,,,6.0,,2.0,Charlottenburg - Mitte,,,,4169.0,
516,349,330,Al/St 240/40 2-bundle 220.0,495.366530965,45.232,1.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,12.2208353620671 48.5857329876532)",220000.0,3749845.0,0.08,219;220,6.0,0.32,1.0,,,11.5,,45232.0,1.3
