name,bus,control,type,p_nom,carrier,marginal_cost
104_220kV Wind Onshore,104_220kV,PQ,,0.654438393951,Wind Onshore,0.0
105_220kV Wind Onshore,105_220kV,PQ,,50.0548224713,Wind Onshore,0.0
106_220kV Wind Onshore,106_220kV,PQ,,2.00267243918,Wind Onshore,0.0
107_220kV Wind Onshore,107_220kV,PQ,,0.246199309224,Wind Onshore,0.0
117_220kV Wind Onshore,117_220kV,PQ,,5.30905864691,Wind Onshore,0.0
120_220kV Wind Onshore,120_220kV,PQ,,101.498472549,Wind Onshore,0.0
123_220kV Wind Onshore,123_220kV,PQ,,17.9517371195,Wind Onshore,0.0
124_220kV Wind Onshore,124_220kV,PQ,,2.40268588876,Wind Onshore,0.0
125_220kV Wind Onshore,125_220kV,PQ,,0.711206857594,Wind Onshore,0.0
128_220kV Wind Onshore,128_220kV,PQ,,218.884211419,Wind Onshore,0.0
129_220kV Wind Onshore,129_220kV,PQ,,5.2999386857,Wind Onshore,0.0
138_220kV Wind Onshore,138_220kV,PQ,,5.68501661608,Wind Onshore,0.0
143_220kV Wind Onshore,143_220kV,PQ,,2.09615495407,Wind Onshore,0.0
156_220kV Wind Onshore,156_220kV,PQ,,23.7891713059,Wind Onshore,0.0
157_220kV Wind Onshore,157_220kV,PQ,,65.0074668763,Wind Onshore,0.0
159_220kV Wind Onshore,159_220kV,PQ,,78.9652647132,Wind Onshore,0.0
160_220kV Wind Onshore,160_220kV,PQ,,159.165074052,Wind Onshore,0.0
165_220kV Wind Onshore,165_220kV,PQ,,11.9801821685,Wind Onshore,0.0
184_220kV Wind Onshore,184_220kV,PQ,,8.36260839263,Wind Onshore,0.0
191_220kV Wind Onshore,191_220kV,PQ,,1.39894761524,Wind Onshore,0.0
195_220kV Wind Onshore,195_220kV,PQ,,0.390879959804,Wind Onshore,0.0
201_220kV Wind Onshore,201_220kV,PQ,,250.480113476,Wind Onshore,0.0
220_220kV Wind Onshore,220_220kV,PQ,,12.1229743482,Wind Onshore,0.0
231_220kV Wind Onshore,231_220kV,PQ,,0.0358333813701,Wind Onshore,0.0
232_220kV Wind Onshore,232_220kV,PQ,,5.59260608432,Wind Onshore,0.0
233_220kV Wind Onshore,233_220kV,PQ,,18.681964382,Wind Onshore,0.0
236_220kV Wind Onshore,236_220kV,PQ,,0.0531461245219,Wind Onshore,0.0
247_220kV Wind Onshore,247_220kV,PQ,,17.5108302983,Wind Onshore,0.0
248_220kV Wind Onshore,248_220kV,PQ,,3.59964866908,Wind Onshore,0.0
250_220kV Wind Onshore,250_220kV,PQ,,0.0299096483521,Wind Onshore,0.0
251_220kV Wind Onshore,251_220kV,PQ,,0.563547347789,Wind Onshore,0.0
252_220kV Wind Onshore,252_220kV,PQ,,2.89934039102,Wind Onshore,0.0
261_220kV Wind Onshore,261_220kV,PQ,,1.14291745916,Wind Onshore,0.0
264_220kV Wind Onshore,264_220kV,PQ,,5.56985592836,Wind Onshore,0.0
267_220kV Wind Onshore,267_220kV,PQ,,0.118937830652,Wind Onshore,0.0
272_220kV Wind Onshore,272_220kV,PQ,,782.463701225,Wind Onshore,0.0
279_220kV Wind Onshore,279_220kV,PQ,,84.6228380201,Wind Onshore,0.0
281_220kV Wind Onshore,281_220kV,PQ,,229.927503412,Wind Onshore,0.0
282_220kV Wind Onshore,282_220kV,PQ,,83.5571752494,Wind Onshore,0.0
292_220kV Wind Onshore,292_220kV,PQ,,404.486732631,Wind Onshore,0.0
303_220kV Wind Onshore,303_220kV,PQ,,66.9207172853,Wind Onshore,0.0
307_220kV Wind Onshore,307_220kV,PQ,,0.000282085714083,Wind Onshore,0.0
308_220kV Wind Onshore,308_220kV,PQ,,89.0700055742,Wind Onshore,0.0
312_220kV Wind Onshore,312_220kV,PQ,,105.800801794,Wind Onshore,0.0
315_220kV Wind Onshore,315_220kV,PQ,,2.28667590888,Wind Onshore,0.0
317_220kV Wind Onshore,317_220kV,PQ,,0.15481733758,Wind Onshore,0.0
322_220kV Wind Onshore,322_220kV,PQ,,8.16533291814,Wind Onshore,0.0
332_220kV Wind Onshore,332_220kV,PQ,,0.938928397166,Wind Onshore,0.0
334_220kV Wind Onshore,334_220kV,PQ,,45.9721869349,Wind Onshore,0.0
336_220kV Wind Onshore,336_220kV,PQ,,188.822835863,Wind Onshore,0.0
338_220kV Wind Onshore,338_220kV,PQ,,26.7659131433,Wind Onshore,0.0
351_220kV Wind Onshore,351_220kV,PQ,,56.406717084,Wind Onshore,0.0
353_220kV Wind Onshore,353_220kV,PQ,,15.4380419165,Wind Onshore,0.0
360_220kV Wind Onshore,360_220kV,PQ,,0.065259330574,Wind Onshore,0.0
362_220kV Wind Onshore,362_220kV,PQ,,0.0051931708536,Wind Onshore,0.0
382_220kV Wind Onshore,382_220kV,PQ,,107.008141438,Wind Onshore,0.0
384_220kV Wind Onshore,384_220kV,PQ,,155.221920322,Wind Onshore,0.0
385_220kV Wind Onshore,385_220kV,PQ,,64.1300521047,Wind Onshore,0.0
391_220kV Wind Onshore,391_220kV,PQ,,23.0517859404,Wind Onshore,0.0
403_220kV Wind Onshore,403_220kV,PQ,,0.0277114755375,Wind Onshore,0.0
404_220kV Wind Onshore,404_220kV,PQ,,0.00632964140695,Wind Onshore,0.0
413_220kV Wind Onshore,413_220kV,PQ,,0.0288099331934,Wind Onshore,0.0
421_220kV Wind Onshore,421_220kV,PQ,,1.28680397051,Wind Onshore,0.0
450_220kV Wind Onshore,450_220kV,PQ,,0.670542049842,Wind Onshore,0.0
458_220kV Wind Onshore,458_220kV,PQ,,0.0465395074554,Wind Onshore,0.0
1 Solar,1,PQ,,79.6742560609,Solar,0.0
3 Solar,3,PQ,,31.1791155392,Solar,0.0
4 Solar,4,PQ,,40.212665684,Solar,0.0
6 Solar,6,PQ,,20.3045209459,Solar,0.0
7 Solar,7,PQ,,26.1592506043,Solar,0.0
8 Solar,8,PQ,,68.4254026128,Solar,0.0
9 Solar,9,PQ,,44.4785577653,Solar,0.0
11 Solar,11,PQ,,103.998682344,Solar,0.0
14 Solar,14,PQ,,41.3867255852,Solar,0.0
16 Solar,16,PQ,,84.3780121085,Solar,0.0
17 Solar,17,PQ,,79.0551550636,Solar,0.0
19 Solar,19,PQ,,183.821408516,Solar,0.0
21 Solar,21,PQ,,37.3790334569,Solar,0.0
23 Solar,23,PQ,,37.369338741,Solar,0.0
25 Solar,25,PQ,,29.5166073047,Solar,0.0
27 Solar,27,PQ,,8.93177879641,Solar,0.0
28 Solar,28,PQ,,39.2614503805,Solar,0.0
29 Solar,29,PQ,,99.7401656585,Solar,0.0
31 Solar,31,PQ,,130.774402129,Solar,0.0
33 Solar,33,PQ,,201.766962889,Solar,0.0
34 Solar,34,PQ,,4.16018945038,Solar,0.0
35 Solar,35,PQ,,3.42991713565,Solar,0.0
36 Solar,36,PQ,,50.2879465505,Solar,0.0
38 Solar,38,PQ,,14.7886688836,Solar,0.0
39 Solar,39,PQ,,121.437125869,Solar,0.0
40 Solar,40,PQ,,185.545127919,Solar,0.0
41 Solar,41,PQ,,255.443429575,Solar,0.0
43 Solar,43,PQ,,362.597919288,Solar,0.0
44 Solar,44,PQ,,21.273778898,Solar,0.0
45 Solar,45,PQ,,77.0174857744,Solar,0.0
47 Solar,47,PQ,,5.21471479441,Solar,0.0
48 Solar,48,PQ,,9.57649096897,Solar,0.0
49 Solar,49,PQ,,54.0354709189,Solar,0.0
50 Solar,50,PQ,,92.4802821362,Solar,0.0
51 Solar,51,PQ,,155.333413197,Solar,0.0
53 Solar,53,PQ,,103.86577437,Solar,0.0
54 Solar,54,PQ,,40.3763462646,Solar,0.0
55 Solar,55,PQ,,25.9902423186,Solar,0.0
57 Solar,57,PQ,,24.6223726015,Solar,0.0
58 Solar,58,PQ,,112.609207037,Solar,0.0
59 Solar,59,PQ,,86.3959417736,Solar,0.0
60 Solar,60,PQ,,19.1273788624,Solar,0.0
62 Solar,62,PQ,,61.8883512149,Solar,0.0
63 Solar,63,PQ,,106.233906737,Solar,0.0
64 Solar,64,PQ,,58.2728200809,Solar,0.0
65 Solar,65,PQ,,12.8393796824,Solar,0.0
66 Solar,66,PQ,,358.676350566,Solar,0.0
67 Solar,67,PQ,,29.5317709447,Solar,0.0
70 Solar,70,PQ,,89.3005966177,Solar,0.0
71 Solar,71,PQ,,328.718571189,Solar,0.0
72 Solar,72,PQ,,243.241909161,Solar,0.0
73 Solar,73,PQ,,203.443402523,Solar,0.0
75 Solar,75,PQ,,232.127956348,Solar,0.0
76 Solar,76,PQ,,80.4037717732,Solar,0.0
77 Solar,77,PQ,,144.715972126,Solar,0.0
79 Solar,79,PQ,,153.606375759,Solar,0.0
80 Solar,80,PQ,,34.2620170352,Solar,0.0
81 Solar,81,PQ,,217.054487558,Solar,0.0
82 Solar,82,PQ,,16.3482224843,Solar,0.0
83 Solar,83,PQ,,35.1643325868,Solar,0.0
84 Solar,84,PQ,,21.8924923001,Solar,0.0
85 Solar,85,PQ,,156.277964167,Solar,0.0
88 Solar,88,PQ,,8.1510919734,Solar,0.0
89 Solar,89,PQ,,1.79196759744,Solar,0.0
90 Solar,90,PQ,,81.2499299671,Solar,0.0
91 Solar,91,PQ,,3.68518233687,Solar,0.0
92 Solar,92,PQ,,61.3154903889,Solar,0.0
93 Solar,93,PQ,,191.635296053,Solar,0.0
97 Solar,97,PQ,,59.4243426049,Solar,0.0
98 Solar,98,PQ,,48.5382676619,Solar,0.0
101 Solar,101,PQ,,119.077524519,Solar,0.0
102 Solar,102,PQ,,142.844699621,Solar,0.0
103 Solar,103,PQ,,9.84236066,Solar,0.0
108 Solar,108,PQ,,7.18318255245,Solar,0.0
109 Solar,109,PQ,,9.5608896996,Solar,0.0
110 Solar,110,PQ,,54.7900098014,Solar,0.0
111 Solar,111,PQ,,138.730049031,Solar,0.0
112 Solar,112,PQ,,2.85898664312,Solar,0.0
113 Solar,113,PQ,,4.79549373064,Solar,0.0
114 Solar,114,PQ,,86.7035713777,Solar,0.0
115 Solar,115,PQ,,25.3565007917,Solar,0.0
116 Solar,116,PQ,,7.64365313712,Solar,0.0
118 Solar,118,PQ,,45.6581688249,Solar,0.0
119 Solar,119,PQ,,26.209248478,Solar,0.0
121 Solar,121,PQ,,16.3630315106,Solar,0.0
122 Solar,122,PQ,,43.4771775464,Solar,0.0
126 Solar,126,PQ,,42.0249070995,Solar,0.0
127 Solar,127,PQ,,19.3952363453,Solar,0.0
130 Solar,130,PQ,,19.4912494116,Solar,0.0
131 Solar,131,PQ,,6.05227179856,Solar,0.0
132 Solar,132,PQ,,18.5716563093,Solar,0.0
133 Solar,133,PQ,,6.42055374372,Solar,0.0
134 Solar,134,PQ,,10.8112029419,Solar,0.0
135 Solar,135,PQ,,27.9762174524,Solar,0.0
136 Solar,136,PQ,,28.1838273805,Solar,0.0
137 Solar,137,PQ,,193.234776211,Solar,0.0
139 Solar,139,PQ,,6.86558614609,Solar,0.0
140 Solar,140,PQ,,10.6310697811,Solar,0.0
141 Solar,141,PQ,,4.92036804098,Solar,0.0
142 Solar,142,PQ,,6.68963671768,Solar,0.0
144 Solar,144,PQ,,1.91202440048,Solar,0.0
145 Solar,145,PQ,,8.05638783349,Solar,0.0
146 Solar,146,PQ,,5.69359712972,Solar,0.0
147 Solar,147,PQ,,20.7171111431,Solar,0.0
148 Solar,148,PQ,,8.93845403313,Solar,0.0
149 Solar,149,PQ,,65.1824653363,Solar,0.0
150 Solar,150,PQ,,11.8788620772,Solar,0.0
151 Solar,151,PQ,,10.1964958266,Solar,0.0
152 Solar,152,PQ,,66.6139926948,Solar,0.0
153 Solar,153,PQ,,121.671046677,Solar,0.0
154 Solar,154,PQ,,12.4525836658,Solar,0.0
155 Solar,155,PQ,,32.4862488557,Solar,0.0
158 Solar,158,PQ,,25.8748930976,Solar,0.0
161 Solar,161,PQ,,67.4333290023,Solar,0.0
162 Solar,162,PQ,,9.64304372622,Solar,0.0
163 Solar,163,PQ,,19.1661348612,Solar,0.0
164 Solar,164,PQ,,25.1814057028,Solar,0.0
166 Solar,166,PQ,,29.114828087,Solar,0.0
167 Solar,167,PQ,,12.1621880467,Solar,0.0
168 Solar,168,PQ,,29.1835928188,Solar,0.0
169 Solar,169,PQ,,2.23765189247,Solar,0.0
170 Solar,170,PQ,,5.02370478794,Solar,0.0
171 Solar,171,PQ,,11.7306227274,Solar,0.0
172 Solar,172,PQ,,3.41768401337,Solar,0.0
173 Solar,173,PQ,,11.7659600244,Solar,0.0
174 Solar,174,PQ,,11.1448823949,Solar,0.0
175 Solar,175,PQ,,3.73270979541,Solar,0.0
176 Solar,176,PQ,,17.4348273992,Solar,0.0
177 Solar,177,PQ,,109.345623408,Solar,0.0
178 Solar,178,PQ,,23.4815557252,Solar,0.0
179 Solar,179,PQ,,176.928964154,Solar,0.0
180 Solar,180,PQ,,161.276649117,Solar,0.0
181 Solar,181,PQ,,84.0705616914,Solar,0.0
182 Solar,182,PQ,,18.431240768,Solar,0.0
183 Solar,183,PQ,,47.5302099481,Solar,0.0
185 Solar,185,PQ,,10.7907104783,Solar,0.0
186 Solar,186,PQ,,2.68010525828,Solar,0.0
187 Solar,187,PQ,,5.63130043544,Solar,0.0
188 Solar,188,PQ,,1.87938058935,Solar,0.0
189 Solar,189,PQ,,91.7766704254,Solar,0.0
190 Solar,190,PQ,,186.94217135,Solar,0.0
192 Solar,192,PQ,,138.604086709,Solar,0.0
193 Solar,193,PQ,,3.04032494127,Solar,0.0
194 Solar,194,PQ,,1.60064915912,Solar,0.0
196 Solar,196,PQ,,1.57820666119,Solar,0.0
197 Solar,197,PQ,,48.6597169142,Solar,0.0
198 Solar,198,PQ,,2.87787743383,Solar,0.0
199 Solar,199,PQ,,5.22728175119,Solar,0.0
200 Solar,200,PQ,,3.92704342258,Solar,0.0
202 Solar,202,PQ,,72.6779347262,Solar,0.0
203 Solar,203,PQ,,111.043024571,Solar,0.0
204 Solar,204,PQ,,62.4049705273,Solar,0.0
205 Solar,205,PQ,,10.5799252948,Solar,0.0
206 Solar,206,PQ,,4.09103357811,Solar,0.0
207 Solar,207,PQ,,47.970380957,Solar,0.0
208 Solar,208,PQ,,31.23366266,Solar,0.0
209 Solar,209,PQ,,83.1733681904,Solar,0.0
210 Solar,210,PQ,,13.8872934732,Solar,0.0
211 Solar,211,PQ,,226.804107757,Solar,0.0
212 Solar,212,PQ,,71.3804125043,Solar,0.0
213 Solar,213,PQ,,52.1481022426,Solar,0.0
214 Solar,214,PQ,,17.3006198894,Solar,0.0
215 Solar,215,PQ,,39.8924684097,Solar,0.0
216 Solar,216,PQ,,9.18976482456,Solar,0.0
217 Solar,217,PQ,,40.5756460295,Solar,0.0
218 Solar,218,PQ,,74.9224344102,Solar,0.0
219 Solar,219,PQ,,81.0354832754,Solar,0.0
221 Solar,221,PQ,,112.018080105,Solar,0.0
222 Solar,222,PQ,,18.1587294633,Solar,0.0
223 Solar,223,PQ,,116.696893662,Solar,0.0
224 Solar,224,PQ,,116.477465463,Solar,0.0
225 Solar,225,PQ,,228.386530018,Solar,0.0
226 Solar,226,PQ,,26.5015733691,Solar,0.0
227 Solar,227,PQ,,86.2365746488,Solar,0.0
228 Solar,228,PQ,,53.6568323407,Solar,0.0
229 Solar,229,PQ,,23.1327737351,Solar,0.0
230 Solar,230,PQ,,53.342089814,Solar,0.0
234 Solar,234,PQ,,136.821485252,Solar,0.0
235 Solar,235,PQ,,25.6063102247,Solar,0.0
237 Solar,237,PQ,,5.35610593423,Solar,0.0
238 Solar,238,PQ,,55.8258151624,Solar,0.0
239 Solar,239,PQ,,37.2971956496,Solar,0.0
240 Solar,240,PQ,,25.1498061516,Solar,0.0
241 Solar,241,PQ,,48.5877681047,Solar,0.0
242 Solar,242,PQ,,127.647586328,Solar,0.0
245 Solar,245,PQ,,52.0517875922,Solar,0.0
246 Solar,246,PQ,,6.76177981575,Solar,0.0
249 Solar,249,PQ,,11.7078004149,Solar,0.0
253 Solar,253,PQ,,26.2886918355,Solar,0.0
254 Solar,254,PQ,,226.257418351,Solar,0.0
255 Solar,255,PQ,,183.631946845,Solar,0.0
256 Solar,256,PQ,,7.21385449034,Solar,0.0
257 Solar,257,PQ,,75.6388526054,Solar,0.0
258 Solar,258,PQ,,90.7750732185,Solar,0.0
259 Solar,259,PQ,,42.3125380802,Solar,0.0
260 Solar,260,PQ,,155.279397297,Solar,0.0
262 Solar,262,PQ,,156.979011577,Solar,0.0
265 Solar,265,PQ,,82.9282512593,Solar,0.0
266 Solar,266,PQ,,301.614349192,Solar,0.0
268 Solar,268,PQ,,19.4889665285,Solar,0.0
269 Solar,269,PQ,,54.0671688866,Solar,0.0
270 Solar,270,PQ,,82.1519469094,Solar,0.0
271 Solar,271,PQ,,21.3295659833,Solar,0.0
273 Solar,273,PQ,,2.85527347592,Solar,0.0
274 Solar,274,PQ,,36.2687832585,Solar,0.0
275 Solar,275,PQ,,55.7508443105,Solar,0.0
276 Solar,276,PQ,,84.3085014161,Solar,0.0
277 Solar,277,PQ,,0.456443333038,Solar,0.0
278 Solar,278,PQ,,65.2833137834,Solar,0.0
280 Solar,280,PQ,,220.758669251,Solar,0.0
283 Solar,283,PQ,,51.3671639748,Solar,0.0
284 Solar,284,PQ,,151.902129991,Solar,0.0
285 Solar,285,PQ,,383.858473404,Solar,0.0
286 Solar,286,PQ,,60.6556523832,Solar,0.0
287 Solar,287,PQ,,77.3752768096,Solar,0.0
288 Solar,288,PQ,,153.887449491,Solar,0.0
289 Solar,289,PQ,,89.4394256267,Solar,0.0
290 Solar,290,PQ,,194.473407228,Solar,0.0
291 Solar,291,PQ,,116.049525596,Solar,0.0
293 Solar,293,PQ,,33.5259472314,Solar,0.0
294 Solar,294,PQ,,66.6389544354,Solar,0.0
295 Solar,295,PQ,,35.869318087,Solar,0.0
296 Solar,296,PQ,,25.6191621951,Solar,0.0
297 Solar,297,PQ,,0.986841253211,Solar,0.0
298 Solar,298,PQ,,3.77532544167,Solar,0.0
299 Solar,299,PQ,,31.2155911865,Solar,0.0
300 Solar,300,PQ,,172.123236393,Solar,0.0
301 Solar,301,PQ,,25.9637060018,Solar,0.0
302 Solar,302,PQ,,67.2193133171,Solar,0.0
304 Solar,304,PQ,,218.703564343,Solar,0.0
305 Solar,305,PQ,,22.1918482816,Solar,0.0
306 Solar,306,PQ,,18.4162831018,Solar,0.0
309 Solar,309,PQ,,136.190504425,Solar,0.0
310 Solar,310,PQ,,79.2700055257,Solar,0.0
311 Solar,311,PQ,,408.37422005,Solar,0.0
313 Solar,313,PQ,,46.2770010595,Solar,0.0
314 Solar,314,PQ,,93.8077865618,Solar,0.0
316 Solar,316,PQ,,197.087429677,Solar,0.0
318 Solar,318,PQ,,311.473266956,Solar,0.0
319 Solar,319,PQ,,156.546089273,Solar,0.0
320 Solar,320,PQ,,114.687410687,Solar,0.0
321 Solar,321,PQ,,48.4439464501,Solar,0.0
323 Solar,323,PQ,,107.077621671,Solar,0.0
324 Solar,324,PQ,,90.1366736759,Solar,0.0
325 Solar,325,PQ,,21.9947694651,Solar,0.0
326 Solar,326,PQ,,112.249862957,Solar,0.0
327 Solar,327,PQ,,99.8112078997,Solar,0.0
328 Solar,328,PQ,,95.5908999584,Solar,0.0
329 Solar,329,PQ,,159.818571632,Solar,0.0
330 Solar,330,PQ,,235.581664439,Solar,0.0
331 Solar,331,PQ,,479.248155829,Solar,0.0
333 Solar,333,PQ,,276.640075051,Solar,0.0
335 Solar,335,PQ,,272.215344887,Solar,0.0
337 Solar,337,PQ,,533.823158688,Solar,0.0
339 Solar,339,PQ,,88.5771395366,Solar,0.0
340 Solar,340,PQ,,197.787397172,Solar,0.0
341 Solar,341,PQ,,111.203655583,Solar,0.0
342 Solar,342,PQ,,199.45798322,Solar,0.0
343 Solar,343,PQ,,80.0706265568,Solar,0.0
344 Solar,344,PQ,,78.4850441808,Solar,0.0
345 Solar,345,PQ,,97.8729744075,Solar,0.0
346 Solar,346,PQ,,7.06706321303,Solar,0.0
347 Solar,347,PQ,,9.94901011501,Solar,0.0
348 Solar,348,PQ,,10.7390924222,Solar,0.0
349 Solar,349,PQ,,240.920274276,Solar,0.0
350 Solar,350,PQ,,275.412619907,Solar,0.0
352 Solar,352,PQ,,195.868212622,Solar,0.0
354 Solar,354,PQ,,123.060645601,Solar,0.0
355 Solar,355,PQ,,9.48628233579,Solar,0.0
356 Solar,356,PQ,,24.0580395312,Solar,0.0
357 Solar,357,PQ,,1.41216689344,Solar,0.0
358 Solar,358,PQ,,1.17103382504,Solar,0.0
359 Solar,359,PQ,,8.91430562005,Solar,0.0
361 Solar,361,PQ,,41.7228166946,Solar,0.0
363 Solar,363,PQ,,6.61764092982,Solar,0.0
364 Solar,364,PQ,,3.33585971783,Solar,0.0
365 Solar,365,PQ,,10.4345225167,Solar,0.0
366 Solar,366,PQ,,63.4117651656,Solar,0.0
367 Solar,367,PQ,,14.8357577621,Solar,0.0
368 Solar,368,PQ,,51.1022503929,Solar,0.0
369 Solar,369,PQ,,79.2867662718,Solar,0.0
370 Solar,370,PQ,,21.0067488094,Solar,0.0
371 Solar,371,PQ,,11.3051921841,Solar,0.0
372 Solar,372,PQ,,15.1825713303,Solar,0.0
373 Solar,373,PQ,,399.133201245,Solar,0.0
374 Solar,374,PQ,,23.2049103442,Solar,0.0
375 Solar,375,PQ,,21.4693567656,Solar,0.0
376 Solar,376,PQ,,28.1564825237,Solar,0.0
377 Solar,377,PQ,,118.262711802,Solar,0.0
378 Solar,378,PQ,,33.0312281458,Solar,0.0
379 Solar,379,PQ,,74.1394082622,Solar,0.0
380 Solar,380,PQ,,53.4082985092,Solar,0.0
381 Solar,381,PQ,,47.3452596402,Solar,0.0
383 Solar,383,PQ,,180.894957129,Solar,0.0
386 Solar,386,PQ,,62.5726417247,Solar,0.0
387 Solar,387,PQ,,61.9531425507,Solar,0.0
388 Solar,388,PQ,,30.4451691568,Solar,0.0
389 Solar,389,PQ,,280.614896696,Solar,0.0
390 Solar,390,PQ,,173.515675268,Solar,0.0
392 Solar,392,PQ,,1.5383477261,Solar,0.0
393 Solar,393,PQ,,79.7135796057,Solar,0.0
394 Solar,394,PQ,,196.679379837,Solar,0.0
395 Solar,395,PQ,,170.831583767,Solar,0.0
396 Solar,396,PQ,,131.456153348,Solar,0.0
397 Solar,397,PQ,,56.5650540612,Solar,0.0
398 Solar,398,PQ,,81.5919504805,Solar,0.0
399 Solar,399,PQ,,74.1012522785,Solar,0.0
400 Solar,400,PQ,,30.3035516899,Solar,0.0
401 Solar,401,PQ,,43.2989213414,Solar,0.0
402 Solar,402,PQ,,69.2632549986,Solar,0.0
405 Solar,405,PQ,,27.7247677283,Solar,0.0
406 Solar,406,PQ,,69.8900097171,Solar,0.0
409 Solar,409,PQ,,26.5606245666,Solar,0.0
410 Solar,410,PQ,,81.3619621142,Solar,0.0
411 Solar,411,PQ,,102.529569026,Solar,0.0
412 Solar,412,PQ,,109.809789706,Solar,0.0
414 Solar,414,PQ,,6.41796892856,Solar,0.0
415 Solar,415,PQ,,12.6293305345,Solar,0.0
416 Solar,416,PQ,,25.5809127568,Solar,0.0
417 Solar,417,PQ,,183.749132895,Solar,0.0
418 Solar,418,PQ,,132.975197331,Solar,0.0
422 Solar,422,PQ,,22.9826318392,Solar,0.0
423 Solar,423,PQ,,7.46863292826,Solar,0.0
424 Solar,424,PQ,,19.2646857571,Solar,0.0
425 Solar,425,PQ,,32.3842943932,Solar,0.0
426 Solar,426,PQ,,31.4360021066,Solar,0.0
427 Solar,427,PQ,,3.74984023399,Solar,0.0
428 Solar,428,PQ,,120.215573965,Solar,0.0
429 Solar,429,PQ,,9.51469636955,Solar,0.0
430 Solar,430,PQ,,37.6190969078,Solar,0.0
431 Solar,431,PQ,,48.5405800132,Solar,0.0
432 Solar,432,PQ,,7.95644447902,Solar,0.0
433 Solar,433,PQ,,37.6069157472,Solar,0.0
434 Solar,434,PQ,,30.1167105203,Solar,0.0
435 Solar,435,PQ,,2.24116723731,Solar,0.0
436 Solar,436,PQ,,121.687485113,Solar,0.0
437 Solar,437,PQ,,63.6543584058,Solar,0.0
438 Solar,438,PQ,,41.2295969441,Solar,0.0
439 Solar,439,PQ,,27.3744152868,Solar,0.0
440 Solar,440,PQ,,25.3943741814,Solar,0.0
441 Solar,441,PQ,,84.1636035878,Solar,0.0
442 Solar,442,PQ,,26.86114381,Solar,0.0
443 Solar,443,PQ,,32.5128258133,Solar,0.0
444 Solar,444,PQ,,30.0637291945,Solar,0.0
445 Solar,445,PQ,,138.236316083,Solar,0.0
446 Solar,446,PQ,,68.0977716531,Solar,0.0
447 Solar,447,PQ,,98.2891409367,Solar,0.0
448 Solar,448,PQ,,2.04128815414,Solar,0.0
449 Solar,449,PQ,,6.45337371893,Solar,0.0
451 Solar,451,PQ,,2.75944832878,Solar,0.0
452 Solar,452,PQ,,54.5646653518,Solar,0.0
453 Solar,453,PQ,,52.6484439662,Solar,0.0
454 Solar,454,PQ,,1.68385355098,Solar,0.0
455 Solar,455,PQ,,9.02528346733,Solar,0.0
456 Solar,456,PQ,,3.55441515269,Solar,0.0
457 Solar,457,PQ,,7.83757575517,Solar,0.0
459 Solar,459,PQ,,4.93667191188,Solar,0.0
460 Solar,460,PQ,,1.13571664617,Solar,0.0
461 Solar,461,PQ,,8.37432949145,Solar,0.0
462 Solar,462,PQ,,1.75288097417,Solar,0.0
463 Solar,463,PQ,,38.4674700625,Solar,0.0
464 Solar,464,PQ,,4.53579937256,Solar,0.0
465 Solar,465,PQ,,5.12064063763,Solar,0.0
466 Solar,466,PQ,,6.94095668978,Solar,0.0
467 Solar,467,PQ,,5.86546800139,Solar,0.0
468 Solar,468,PQ,,47.5101752353,Solar,0.0
469 Solar,469,PQ,,5.25539819324,Solar,0.0
470 Solar,470,PQ,,16.9376711255,Solar,0.0
471 Solar,471,PQ,,4.14121117669,Solar,0.0
472 Solar,472,PQ,,91.3351836439,Solar,0.0
473 Solar,473,PQ,,24.8426974,Solar,0.0
474 Solar,474,PQ,,30.8363184682,Solar,0.0
475 Solar,475,PQ,,38.1469896962,Solar,0.0
476 Solar,476,PQ,,46.5682001194,Solar,0.0
477 Solar,477,PQ,,31.3475721608,Solar,0.0
478 Solar,478,PQ,,0.14062786392,Solar,0.0
479 Solar,479,PQ,,45.2572344968,Solar,0.0
480 Solar,480,PQ,,14.824594689,Solar,0.0
481 Solar,481,PQ,,18.2704986262,Solar,0.0
482 Solar,482,PQ,,12.0004959782,Solar,0.0
483 Solar,483,PQ,,78.1145093775,Solar,0.0
484 Solar,484,PQ,,133.539659181,Solar,0.0
485 Solar,485,PQ,,281.819662447,Solar,0.0
486 Solar,486,PQ,,135.492385271,Solar,0.0
487 Solar,487,PQ,,79.1844275783,Solar,0.0
488 Solar,488,PQ,,9.16060720929,Solar,0.0
489 Solar,489,PQ,,72.3565226403,Solar,0.0
490 Solar,490,PQ,,28.8936368193,Solar,0.0
491 Solar,491,PQ,,50.4778661943,Solar,0.0
492 Solar,492,PQ,,32.8746763897,Solar,0.0
493 Solar,493,PQ,,20.2594855058,Solar,0.0
494 Solar,494,PQ,,8.18979902657,Solar,0.0
495 Solar,495,PQ,,101.236915064,Solar,0.0
2_220kV Solar,2_220kV,PQ,,6.78252247482,Solar,0.0
5_220kV Solar,5_220kV,PQ,,15.9445613219,Solar,0.0
10_220kV Solar,10_220kV,PQ,,159.570248092,Solar,0.0
12_220kV Solar,12_220kV,PQ,,277.793547711,Solar,0.0
13_220kV Solar,13_220kV,PQ,,186.387377279,Solar,0.0
15_220kV Solar,15_220kV,PQ,,120.486097306,Solar,0.0
18_220kV Solar,18_220kV,PQ,,61.1612999846,Solar,0.0
20_220kV Solar,20_220kV,PQ,,9.95471989703,Solar,0.0
